,text,length,date,type,index in posts
523,"Вы сегодня очаруете кого-то с первого взгляда. Причем неожиданно для себя. Зато весьма ощутимо для объекта вашего воздействия. Результат, впрочем, будет плачевен не только для вашей совести, но и для ваших нервов, ибо очарованный представитель противоположного пола будет долго и нудно умолять вас дать ему хотя бы один шанс.",325,19 июня,love,174
524," Не исключено, что в финансовом плане вам помогут влиятельные коллеги и друзья. Возможно, вы получите долгосрочный кредит, который поможет осуществить давно планируемое мероприятие. Цените в жизни то ощущение интеллектуального или духовного подъема, которое может дать материальный достаток. Поступайте в соответствии с собственными, весьма специфическими, воззрениями.",369,19 июня,simple,174
525," Велика вероятность того, что именно вы сегодня будете ответственны за дело, порученное нескольким людям. Проявляйте свои лидерские способности очень корректно, пусть эта небольшая власть не повлияет на трезвость мысли. Будьте требовательны, но справедливы, и ваши усилия будут оценены.",286,18 июня,business,175
526,"Сегодня вашему любимому человеку захочется дать вам какой-то очень ценный, по его мнению, совет. Поэтому даже если этот совет вам совершенно не будет нужен, постарайтесь его выслушать с умным лицом и хотя бы сделать вид, чтоб собираетесь ему последовать.",254,18 июня,love,175
527," Вероятны проблемы с молодыми людьми, родившимися под знаком Овна. Звезды способствуют развитию у них особой нетерпимости к любым попыткам лишить их права распоряжаться собственной судьбой.",189,18 июня,simple,175
528," Вы склонны все вопросы решать играючи, но сегодняшний день будет совершенно непригоден для такого подхода. Придется основательно поломать голову, пытаясь учесть все детали, ничего не упустить.",193,17 июня,business,176
529,"Сегодня ваш любимый человек будет настолько чётко следовать намеченному плану, что вам время от времени будет становиться безмерно скучно: любые ваши желания импровизации и неожиданности будут отклоняться с удивлённым видом. Что ж, предсказуемость – синоним надёжности.",269,17 июня,love,176
530," Некоторые Овны начнут пасовать перед трудностями. Многим не будет хватать уверенности в себе, смелости. Будьте уверены: только «смелость покоряет паруса». Вам не стоит преувеличивать значение своих недостатков, потому что у вас масса достоинств, из-за которых вас будут уважать.",279,17 июня,simple,176
531," Встречи с коллегами в неформальной обстановке - это замечательно, но если вам очень лень сегодня выходить из дома, идеальнейшим вариантом будет просто пригласить к себе гостей. Продемонстрируйте, что вы - само радушие и гостеприимство, тогда следующим этапом будет ваш ответный визит. А коль вас не радует перспектива готовить, устройте вечеринку вскладчину.",359,16 июня,business,177
532,"Увы, на сегодня о личной жизни придется забыть. Напрочь. Иначе вы можете потерять либо друга, либо работу, либо значительную прибыль. Попробуйте объяснить это вашей половинке. Только опасайтесь подобной реакции: «Они тебе важнее, чем я!» В случае её наступления стоит задуматься о том, а нужны ли вам такие отношения вообще.",324,16 июня,love,177
533," Удачное время для завершения дел, но не для начала новых. Жизненный потенциал на высоком уровне, возрастают сексуальная потенция, интуиция. Предусмотрительность и обдуманный план действий позволят добиться успеха.",214,16 июня,simple,177
534," Вполне вероятно, что сегодня вам для достижения успеха на профессиональном поприще придется пожертвовать своим свободным временем, а его у вас и так не слишком много. Постарайтесь по крайней мере не слишком экономить на сне, иначе количество проведенного в трудах времени негативно скажется на качестве полученных результатов.",327,15 июня,business,178
535,"Сегодня вы поймете, что у вашего любимого человека есть какая-то своя правда, которая в значительной мере отличается от вашей. Постарайтесь ее понять и принять, ибо в противном случае, ваши дорожки жизни в ближайшее время могут разойтись в разные стороны.",255,15 июня,love,178
536," Этот день несет обманы, иллюзии, несбывшиеся надежды. Возможно, вам захочется спрятаться от проблем и побыть в одиночестве. Не «прячьте голову в песок». Лучше не накапливать проблемы, а решить их по мере поступления. Прекрасный способ найти в споре истину — спокойная доверительная беседа.",290,15 июня,simple,178
537," Вам предстоит деловая поездка? Сегодня отличный день, чтобы побеседовать на эту тему с начальством. Возможно, вы сможете выторговать себе повышенные командировочные, а может быть просто толково поговорите по делу — тоже нелишне.",229,14 июня,business,179
538,"Сегодня вашему любимому человеку будет как никогда просто обидеть вас чем-то или наступить вам на вашу любимую мозоль, причем как преднамеренно, так и нечаянно. Постарайтесь отключить в себе впечатлительность и чувствительность: они лишь помешают вам.",251,14 июня,love,179
539," Не исключено, что крупная сумма денег уйдет на пустяки. Любовные приключения не порадуют. Вечером поступят неоднозначные известия от деловых партнеров. Избегайте расточительности. Эмоциональные и физические перегрузки не на пользу здоровью.",241,14 июня,simple,179
540," Сегодня звезды советуют вам отдохнуть — впереди серьезные задачи, которые потребуют от вас заметного напряжения. Но постарайтесь, чтобы никто этого не заметил, иначе не миновать вам издевательств со стороны коллег, партнеров или случайных наблюдателей.",253,13 июня,business,180
541,"Нынче вы будете куда более удачливы в обретении новых друзей, чем в завоевании чьих-то сердец. Оно и к лучшему — зачем вам такая большая коллекция сердец? А друзей слишком много не бывает.",188,13 июня,love,180
542," Основные события этого дня могут быть связаны с местом работы. Вероятны финансовые неурядицы, заботы и переживания. Неожиданные проблемы потребуют вашего присутствия. Будьте начеку. Избегайте странных и непредсказуемых конфликтов, которые могут повлечь за собой далеко идущие последствия. Уделите внимание качеству продуктов.",326,13 июня,simple,180
543,"Звёзды говорят о том, что вы будете полны энтузиазма на рабочем месте. Ваша активность не останется незамеченной.",113,12 июня,business,181
544,"Ещё немного – и вас можно будет назвать экспертом по межличностным отношениям. Однако не спешите делиться своей мудростью и не раздавайте советы направо и налево, если только вас об этом не попросят.",199,12 июня,love,181
545,"Сегодня вам придётся выбирать между работой и общением с любимым человеком. Подумайте, что для вас важнее – карьера или личная жизнь. Звезды лучшим образом расположены к студентам и учащимся вашего знака Зодиака, а потому предвидятся успехи на учебном поприще. Не исключено повышение уровня профессионального мастерства. Близкие люди придумают для вас что-нибудь необычное, праздничное и отвлекут вас от негативных мыслей.",422,12 июня,simple,181
546," Сегодня вас неожиданно посвятит вдохновение, которое не будет покидать вас на протяжении всего дня. Это наверняка заставит вас изменить планы — это не повод расстраиваться. Считайте, что вам крупно повезло.",207,11 июня,business,182
547,"Сегодня вам очень пригодится умение трезво оценить ситуацию и быстро принять важное решение. Это будет тем более необходимо потому, что ваш любимый человек на такие подвиги будет не способен, а значит, вам придется отвечать не только за себя, но и за него. Это непросто, но вы справитесь.",288,11 июня,love,182
548," Наступает период обдуманной деятельности. Планеты склоняют представителей знака Овен действовать с выгодой для себя. Это прекрасный день для людей пожилого возраста. Можно отправляться в путешествие, общаться, заниматься спортом. Однако остерегайтесь быть излишне доверчивыми, не давайте опрометчивых обещаний.",311,11 июня,simple,182
549," Сегодня любые даже самые незначительные манипуляции с материальными ценностями потребуют от вас максимума внимания. Совершая денежные операции, не забудьте ещё раз проверить, соотносятся ли ваши действия с соответствующей буквой закона. Опасайтесь быть втянутым в подозрительные сделки.",287,10 июня,business,183
550,"Сегодня вашему любимому человеку будет непросто решиться на некий довольно-таки ответственный шаг, который изменит вашу личную жизнь. Непонятно, почему ваша жизнь зависит от его шага, но факт остается фактом, с которым вам, увы, придется смириться.",248,10 июня,love,183
551," Положение планет стимулирует творческую активность, воображение, склонность к красноречию. Прекрасное время для женщин: природный магнетизм возрастает многократно, что позволяет обольстить самую недоступную «добычу». Не переоценивайте своих возможностей и не позволяйте обманывать себя.",287,10 июня,simple,183
552," Сегодня вам придётся вспомнить, каково это — оказаться под началом самодура. Хочется верить, что воспоминание сие будет мимолетным — так, что не нарушит вашей веры в людей, но достаточно отчетливым, чтобы предостеречь вас самого от подобных ошибок в общении с подчиненными.",274,9 июня,business,184
553,"Сегодня вашей палочкой-выручалочкой будет исключительное чувство юмора. Здравый смысл, безупречная логика и потрясающее знание жизни отступят на задний план рядом с этим феноменом вашего характера. Кстати, его в этот день должно хватить на двоих: с вашим любимым человеком поделиться не грех.",292,9 июня,love,184
554," Не исключено, что дела некоторых Овнов зайдут в тупик. И им покажется, что из создавшегося положения нет выхода. Не лучший момент для подписания документов, заключения сделок, начала переговоров. В любом случае проявите выдержанность и повышенное внимание к деталям.",267,9 июня,simple,184
555," В высшей степени благоприятный для общения день - ссоры и разногласия забыты, и вас снова уважают за ваши ценные качества. Но постарайтесь вынести урок из этой ситуации: возможно, второй раз не так всё просто забудется.",220,8 июня,business,185
556,"У Овнов в этот день сверхважных событий в семейной жизни не предвидится. Вероятны мелкие разногласия с детьми, которые при вашем неумелом поведении могут перерасти в большой и затяжной конфликт. Звёзды советуют вам не идти на поводу у своих эмоций. Разум сегодня - ваш лучший помощник. Конфликты вероятны с Овнами и Тельцами.",325,8 июня,love,185
557," Этот день хорош для активного овладения знаниями, знакомств и близких поездок. Это самый неподходящий день для начала нового дела, долговременного планирования, решения житейских вопросов. Можете отправляться в запланированную поездку, но будьте внимательны за рулем.",268,8 июня,simple,185
558," Сегодня благоприятный день для того, чтобы открыть все окна и двери – и наслаждаться ветром, свежим воздухом, атмосферными осадками и прочими погодными явлениями — с чем повезет. Главное — не простудитесь. А работа? В работе лучше сделать перерыв. Вы заслужили право на свободу, хотя бы ненадолго.",298,7 июня,business,186
559,"Ваше сегодняшнее состояние сможет как нельзя лучше понять школьник, для которого закончилось время бесконечных домашних заданий, проверочных и контрольных - и началась пора каникул. Или птица, которая вдруг вспомнила, что умеет летать - и полетела. И все это из-за любви!",271,7 июня,love,186
560," Консерватизм и энергетический застой Овна может привести к непредсказуемым, разрушительным последствиям. Необходимо всю свою энергию направить в созидательное русло, контролируя и просчитывая каждый шаг.",204,7 июня,simple,186
561," Сегодня вас явно потянет совершить нечто глобальное и страшно важное для всех окружающих. Изменить мир, избавиться от парникового эффекта - неплохие планы для начинающего супергероя. Вот только лучше начните с малого и используйте те возможности, что сами плывут вам в руки. Например, в том, что касается карьеры.",314,6 июня,business,187
562,"В этот день не увлекайтесь построением личной жизни: все равно ничего принципиально нового построить не удастся. Лучше направьте свою энергию в какое-нибудь другое русло. Хорошо будут строиться дома, сараи и бани. Ремонт (за исключением побелки потолков) тоже пройдёт на ура. А ваша половинка вам в этом поможет.",312,6 июня,love,187
563," Многим Овнам сегодня придется жить как на вулкане. Это, может, и интересно, но такой накал страстей выдержать непросто. Вам придется смириться с тем, что в любви не все спокойно и гладко.",188,6 июня,simple,187
564," Сегодня особенно полезно будет уделить внимание вопросам, касающимся связей с общественностью, а также развитию социальных контактов. Проще говоря, спросите людей, что они о вас думают. Скорее всего, они смутятся и наговорят вас комплиментов.",243,5 июня,business,188
565,"Сегодня вас ждет множество приятных, но незначительных сюрпризов. А вот ничего значимого, на что вы так давно надеялись, в этот день с вами не произойдёт. В области личной жизни точно. Что ж, идите к своей мечте, неспешно и размеренно, наслаждаясь мелкими радостями, которыми день будет изобиловать.",299,5 июня,love,188
566," Положение планет в этот день обещает Овнам массу глубоких переживаний, страстей и эмоций. Вы сможете наличном опыте убедиться в том, что большой разницы между реальным и виртуальным романом не существует.",205,5 июня,simple,188
567," Вы можете получить совершенно нелепый с вашей точки зрения совет по деловым вопросам. Не торопитесь высмеивать советчика — он вполне может оказаться прав. Лучше обдумайте его предложение. Оно странное, но небессмысленное.",222,4 июня,business,189
568,"Замечательный день для несерьезных отношений. Сегодня вы вполне можете поиграть в любовь с вашим лучшим другом. Причём получится это настолько убедительно, что многие вам поверят. А вдруг поверите и вы - и не захотите расставаться с этим новым качеством и хорошим человеком? Впрочем, это вам предстоит решать уже завтра...",322,4 июня,love,189
569," Вы сегодня продемонстрируют свое превосходство. Овны будут хорошо ориентироваться в генеральном планировании, но при этом могут упустить детали. Используйте любой шанс, чтобы вырасти профессионально, однако не стоит чересчур явно демонстрировать свои карьерные амбиции.",270,4 июня,simple,189
570," Сегодня ожидайте существенных пополнений в финансовой сфере: ваш шеф порадует вас неожиданной премией в честь удачного проекта, а коллега вернет долг, о котором вы уже неоднократно ему напоминали. Все важные дела постарайтесь сделать в первую половину дня.",257,3 июня,business,190
571,Будьте сегодня амбициозны и настойчивы. Только эти качества помогут вам наладить вашу личную жизнь и отношения с вашим любимым человеком. Или не испортить их окончательно. Поставьте перед собой цель – и начинайте её добиваться прямо в этот день. У вас должно получиться!,270,3 июня,love,190
572," В вашей жизни обязательно должно появиться что-то новое — интересная работа, необычное увлечение, красивая любовь. Вам везет, как никогда. Пользуйтесь моментом! Не скоро удача еще так порадует вас.",198,3 июня,simple,190
573," Сегодня звезды не рекомендуют вам вступать в дискуссию с кем бы то ни было, ибо любой спор может окончиться куда более серьезными последствиями для вашего дела, чем можно было предположить, исходя из предмета спора. Постарайтесь сделать все возможное для того, чтобы день прошел по возможности максимально спокойно и бесконфликтно.",332,2 июня,business,191
574,"Сегодня ваш любимый человек зачем-то поставит пред собой цель: запугать вас. Причем страхи эти будут не столько реальными, сколько преувеличенными им до невозможности. Настоящая фабрика по изготовлению высококачественных слонов из мух любого вида. А вы не бойтесь!",264,2 июня,love,191
575," Многим Овнам сегодня удастся прекрасно рекламировать и проводить PR-акции, поддерживать боевое настроение. Они будут стараться везде поспевать. Главное, не теряйте хорошего настроения. Особенно ценны будут ваши отходчивость и демократичность.",243,2 июня,simple,191
576," Сегодня помощь может прийти оттуда, откуда вы её совсем не ждали. Неожиданно вы можете получить очень ценную информацию, которая вам пригодится в том деле, которым вы сейчас занимаетесь. Вам вообще везёт последнее время, поэтому ловите свой шанс преуспеть ещё в какой-нибудь области.",284,1 июня,business,192
577,"Сегодня вашему любимому человеку будет сложно объяснить вам какую-то довольно простую на его взгляд истину, поэтому он будет раздражаться, срываться на крик, топот ногами и стук кулаками по столу. Не стоит обращать внимание на эти отвлекающие манёвры: постарайтесь постигнуть суть.",281,1 июня,love,192
578," Налаживая через Интернет контакты по учебе, вы привлечете внимание представителей противоположного пола. Правда, вы несерьезно относитесь к виртуальным отношениям. В любом случае вы сумеете завести в Сети немало друзей. Тому, кто захочет продолжить знакомство, придется испробовать оригинальные способы ухаживания.",315,1 июня,simple,192
579," Потратьте время на работе для завершения старых дел, займитесь рутинной работой, от которой вы в последнее время отлынивали — ее наверняка накопилось изрядно. Если вы не разберетесь с завалами (или, по крайней мере, не начнете этот процесс) сегодня, завтра вас может накрыть с головой.",286,31 мая,business,193
580,"Сегодня для вас главное – найти компромисс с вашим любимым человеком. Даже самые разные люди могут ужиться, если очень этого захотят, и если у вас в этот день прийти к консенсусу не получится – значит, кто-то из вас недостаточно страстно желал этого. Печально, но факт.",269,31 мая,love,193
581," Вы уже привыкли использовать Интернет для работы? В таком случае деловая переписка может положить начало отношениям. Едва ли роман станет легким - образ рыцаря, нарисованный в вашем воображении, может не соответствовать живому человеку. Будьте терпеливее, избранник способен подарить вам волшебные минуты.",306,31 мая,simple,193
582," Сегодня вам не придется долго убеждать коллег в том, что на мир надо смотреть позитивнее, открытее и с большим энтузиазмом, нежели они это делают сейчас. Достаточно будет воодушевить его своим примером, а это у вас получится как нельзя лучше.",243,30 мая,business,194
583,"Помимо вашего любимого человека в мире есть ещё множество людей, которым вы дороги. Поэтому даже если сегодня между вами разгорится ссора, плавно перетекающая в скандал и грозящая расставанием, это не конец света. Во-первых, в итоге все равно все будет хорошо, а во-вторых, в любом случае в гордом одиночестве вы не останетесь.",327,30 мая,love,194
584,"С решительным подходом к делу Овны могут внушать доверие. Многие будут уважать их за настойчивость. Не стремитесь произвести впечатление на окружающих, вы и без того «на высоте».",178,30 мая,simple,194
585," Если вы захотите сегодня что-то кардинально поменять в своей жизни, не стоит пугаться трудностей, ведь если вы твердо стоите на ногах (а в этом сейчас нет никаких сомнений), то успех вам обеспечен. Кроме того, ваши родные и близкие обязательно поддержат ваши начинания.",270,29 мая,business,195
586,"Сегодня вам так и не удастся расстаться с телефоном. На протяжении целого дня вам будут названивать и просить вашего совета, участия, требовать внимания, да и просто болтать о пустяках. Не грубите в ответ, не напоминайте про свою занятость, не ворчите и не бурчите, даже если очень хочется. Однажды эти люди с радостью придут вам на помощь.",340,29 мая,love,195
587," У вас прекрасная память, и вы можете преуспеть в сфере финансов или права. Вам не следует ссориться с партнерами, от которых вы зависите. Избегайте даже вероятной конфронтации, особенно в первой половине дня.",209,29 мая,simple,195
588," Сегодня хороший день для расширения связей за рубежом. Пора начинать программу экспансии своего я на мировой рынок, а для этого вам необходимо заручиться поддержкой ряда персон, которым вы можете быть интересны. Придется много общаться.",237,28 мая,business,196
589,"Сегодня ради вас будут сворачивать горы. Да так интенсивно, что вы не будете успевать выметать их из дому. И снятые специально для вас с неба звезды прятать по укромным углам. И за все комплименты благодарить. Как же это утомительно - быть столь притягательной и привлекательной особой!",286,28 мая,love,196
590," Есть шанс напрочь потерять голову от любви — весна дает вам такую возможность. В семейной жизни вас ждет также неровная жизнь: то любовь, то резкий срыв всех отношений. Слишком сильные эмоции могут отрицательно сказаться на всей вашей жизни, поэтому «сбавьте обороты».",269,28 мая,simple,196
591," Не стоит в этот день переоценивать свои силы. Они вам вскоре пригодятся, было бы обидно остаться вовсе без них. Так что лучше их вообще ни на что не тратить. По крайней мере разъезды и работа до ночи вам не рекомендуются.",222,27 мая,business,197
592,"Подходящий день для того, чтобы начать те или иные отношения. Возможно, у вас давно был на примете некий очень привлекательный представитель противоположного пола. Пришла пора сделать навстречу ему первый шаг и верить в то, что он не примет вашу искреннюю улыбку за плотоядный оскал",282,27 мая,love,197
593," Благоприятный день для конструктивного общения. Многие Овны будут подходить к реальности с пониманием сути происходящего и пытаться помогать людям проявлять их лучшие качества. Сосредоточьте весь ваш опыт на общественных делах, педагогике, воспитании собственных детей.",270,27 мая,simple,197
594," Постарайтесь сегодня не нервничать, берегите нервы. Они вам очень пригодятся на следующей неделе, ибо она выдастся весьма напряженной в области сотрудничества с вашими коллегами и партнерами. Не стоит губить драгоценные нервные клетки в спорах с домашними.",257,26 мая,business,198
595,"Сегодня вашему любимому человеку будет очень трудно доказать вам, что ему, на самом деле, не все равно, что вы думаете, чувствуете или хотите, просто он не может в должной степени это выразить. Ваша задача – понять его с полуслова и просто ему поверить. Остальное приложится..",276,26 мая,love,198
596," День символизирует заблуждение. Вкладывая всю душу и средства в «важное» дело, вы можете разбазарить и свое имущество, и имущество других людей. Не пытайтесь заниматься не свойственными вам вещами и делами. Сегодня эксперименты — не для вас.",242,26 мая,simple,198
597," Сегодня велика вероятность того, что ваш организм, почувствовав передышку, огорчит вас плохим самочувствием, которое вы сдерживали во время работы. Если вы будете чувствовать, что вы не способны на активный отдых, не нужно себя заставлять. Объясните друзьям, что хотели бы просто расслабиться, они вас поймут.",310,25 мая,business,199
598,"Сегодня вашему любимому человеку будет непросто объяснить вам ту или иную свою идею и убедить вас в необходимости ее немедленной реализации. Однако если вы действительно захотите его услышать и понять, взаимопонимание может оказаться не такой и сложной задачей.",261,25 мая,love,199
599," Вы сегодня будете заинтересованы в первую очередь в практическом вознаграждении за свои усилия. Вы надеетесь, что полученная прибыль поможет вам выпутаться из затруднительных ситуаций. Научитесь обращать все обстоятельства себе на пользу, иначе вы будете действовать себе же во вред из-за инертности или жадности.",314,25 мая,simple,199
600," Сегодня у вас на службе тишь да гладь, даже удивительно, что такое случается! Правда, ваш уровень доходов слегка вас огорчит, поэтому введите режим экономии, так вы снизите затраты. Скоро ожидается прибыльная сделка, и вы сможете легко вернуть себе денежную стабильность.",272,24 мая,business,200
601,"Сегодня вы постараетесь произвести на вашего любимого человека и его родственников самое благоприятное впечатление, и у вас это получится. Главное, приложить к этому максимум усилий, вести себя естественно и все время искренне улыбаться. А остальное – дело времени и техники.",275,24 мая,love,200
602," Для многих Овнов немаловажное значение будет иметь то, как обстоят дела в их семье. Они будут стремиться к порядку в доме. У некоторых могут появиться новые члены семьи (зятья, невестки или внуки). Будьте внимательны к членам семьи и заботьтесь о своих близких, помогая им и морально, и материально.",300,24 мая,simple,200
603," Сегодня выберете выжидательную тактику. Не спешите действовать в открытую, сначала прощупайте почву под ногами. Если вы сомневаетесь в успехе своих начинаний, лучше подождать немного, хотя бы до тех пор, пока ситуация не прояснится, а пока займитесь чем-нибудь более перспективным.",282,23 мая,business,201
604,"Сегодня для вас очень важно будет подобрать музыку, идеально подходящую вам по настроению и подчеркивающую все особенности ваших отношений с вашим любимым человеком. Именно она будет способствовать их интенсивному развитию в правильном для вас направлении.",256,23 мая,love,201
605," Возможно, сегодня Овнов ждут уверения в любви и уважении. Вы уже давно мечтаете, чтобы произошло что-то необыкновенное и сразу стало ясно, что это ключ к счастью. Несмотря на то что вы предпочитаете все делать сами, все же следует иногда принимать «подарки судьбы» и извлекать из этого пользу.",294,23 мая,simple,201
606," Сегодня вам не придется долго выбирать, чем бы заняться в первую очередь. Иерархия важности занятий на работе будет очевидна, и если вы и начнете действовать вопреки ей, то только для того, чтобы сделать свой трудовой день чуть более интересным, разнообразным и увлекательным.",277,22 мая,business,202
607,"Сегодня вашему любимому человеку будет очень просто доставить вам удовольствие любого рода. Однако не факт, что он воспользуется своими уникальными возможностями и сделает все в лучшем виде. Вам остается только надеяться на то, что небольшое чудо все же произойдет.",265,22 мая,love,202
608," День символизирует неустойчивость. Многие Овны будут зависимы от «приливов» и «отливов» настроения. Вероятно, вам не удалось отдохнуть за прошедшие выходные. В таком случае вы должны отдохнуть в этот вечер. Полезно принять теплую хвойную ванну.",245,22 мая,simple,202
