,text,length,date
192,"Гороскоп на 1 июня 2019 года 
 Вам по силам горы свернуть. С накопившимися делами вы расправитесь без труда. Деловые вопросы вы решите благодаря личной инициативе и умению договариваться с людьми. Есть смысл отправиться в командировку.

Бизнес-гороскоп на 1 июня 2019 года 
 Неожиданные события могут негативно отразиться на вашем бизнесе. Сегодня звезды советуют держать все под контролем. Относитесь внимательно ко всем неожиданным звонкам. И старайтесь не говорить лишнего при личных встречах – это может очень плохо отразиться на ваших делах.

Любовный гороскоп на 1 июня 2019 года
В этот день вы почувствуете себя терпеливым родителем несмышленого трёхлетнего ребенка, который считает себя самостоятельным, но на самом деле без вас и шага сделать не может. В роли ребёнка будет выступать, естественно, ваш любимый человек. Задач две: не дать ему упасть и сделать вид, что это целиком и полностью его заслуга.",914,1 июня
193,"Гороскоп на 31 мая 2019 года 
 Тенденции этого дня способствуют первооткрывателям, исследователям, ученым. Ваши соображения, касающиеся производственного процесса, начальство воспримет на ура. Не стесняйтесь показать все, на что вы способны.

Бизнес-гороскоп на 31 мая 2019 года 
 Сегодняшний день запомнится вам надолго. По независящим от вас обстоятельствам вам придется кардинально поменять планы, если они у вас были. Все, что вам придется делать сейчас — очень важно и крайне срочно. Зато часы эти никак нельзя будет назвать прожитыми зря.

Любовный гороскоп на 31 мая 2019 года
Сегодня звёзды рекомендуют вам с вашим любимым человеком выпить по чашке кофе в небольшом кафе, съесть по пирожному и поговорить о жизни. Пусть атмосфера лёгкого флирта способствует установлению между вами более доверительных, ярких и тесных отношений.",837,31 мая
194,"Гороскоп на 30 мая 2019 года 
 На службе вероятна непростая ситуация. Начальство может задеть достоинство, чего делать не следует. Стрелец способен затаить эту обиду и ждать часа мести. А мстит он тайно и жестоко. Проявите гибкость, поищите новые подходы к решению возникшей проблемы. Абсурдная, на первый взгляд, идея на поверку окажется просто блестящей.

Бизнес-гороскоп на 30 мая 2019 года 
 Такое впечатление, что уже всем, кроме вас, ясно, что ваша деятельность стала вам в тягость. Вы совсем забыли, что можно и нужно думать о чем-нибудь другом кроме работы, ездить в другие места, кроме работы. Вы стали на себя не похожи, так что настала пора решительно все поменять, действуйте.

Любовный гороскоп на 30 мая 2019 года
Сегодняшний день ничем не будет отличаться от тысячи таких же дней. Он окажется обыкновенным, приземленным и лишенным какой бы то ни было изюминки. Однако именно такие дни как ничто другое дают нам ощущение спокойствия, стабильности и надежности. Может быть, это и не так плохо?",1007,30 мая
195,"Гороскоп на 29 мая 2019 года 
 Положение планет вызывает неуравновешенность, напряженность в отношениях, зависть, недовольство и склонность решать проблемы силовым путем. Не уступайте соблазну устранить препятствие на своем пути силой. Все, что вызывает в вашей душе зависть, свидетельствует о вашей слабости. Нужно избавиться от негатива.

Бизнес-гороскоп на 29 мая 2019 года 
 Сегодня весьма удачный день для завершения старых, неоконченных дел. То, что по каким бы то ни было причинам вы отложили в долгий ящик, теперь с легкостью будет вами выполнено. Этот день и в целом обещает быть безоблачным и даже весьма приятным.

Любовный гороскоп на 29 мая 2019 года
В этот день вашему любимому человеку будет казаться, что вы – не человек его мечты, не тот, кого он искал всю его жизнь, не его судьба. Придется вам спешно его убеждать в обратном. Вы же знаете его слабые стороны и то, от чего он особенно млеет и растекается в блаженстве. Примените сегодня все ваши навыки на практике.",984,29 мая
196,"Гороскоп на 28 мая 2019 года 
 Весьма вероятно возобновление любовных отношений. Возможно, поначалу это будет еще не любовь, а просто взаимный интерес и приятное общение. Но сама судьба все же соединит вас. Если вы погрязнете в быту и повседневности, то ваша жизнь может со временем стать однообразной. Если это произойдет, то вам трудно будет что-то исправить.

Бизнес-гороскоп на 28 мая 2019 года 
 Сегодня вашему начальнику срочно захочется выяснить у вас какую-то информацию касательно вашей непосредственной деятельности. Однако не стоит расстраиваться по этому поводу: чем быстрее вы информацией поделитесь, тем быстрее вернетесь к желанному отдыху.

Любовный гороскоп на 28 мая 2019 года
Сегодня вашему любимому человеку будет непросто понять, что вы бы хотели от него услышать или получить, поэтому он попытается угадать самостоятельно. Возможно, его попытки покажутся вам достаточно неуклюжими – а может быть, продемонстрируют редкостную проницательность.",965,28 мая
197,"Гороскоп на 27 мая 2019 года 
 Болезнь этого дня затрагивает глубинные пласты подсознания, страхи, детские комплексы и является следствием неправильного образа жизни. Большое значение при лечении болезни этого дня имеет вода. Рекомендуется пить святую воду, «серебряную», минеральную. Благоприятно скажется баня.

Бизнес-гороскоп на 27 мая 2019 года
 Сегодня вам будет очень везти на протяжение всего рабочего дня, поэтому звезды рекомендуют вам расслабиться и некоторые ваши профессиональные обязанности и сомнительные решения пустить на самотек: авось из них и получится что-нибудь дельное и интересное.

Любовный гороскоп на 27 мая 2019 года
Сегодня вашему любимому человеку очень понадобится ваша помощь и поддержка, причем в совершенно неожиданной и непривычной для вас сфере. Пожалуй, вам не так-то просто будет разобраться с предложенной вам тематикой, однако если у вас это все же получится - честь вам и хвала!",921,27 мая
198,"Гороскоп на 26 мая 2019 года 
 День символизирует фанатическую привязанность к вещам, событиям или людям. Многие Стрельцы почувствуют себя в зависимом положении. Посмотрите вокруг шире. Возможно, вы увидите, что жизнь гораздо богаче, чем вы полагали.

Бизнес-гороскоп на 26 мая 2019 года 
 Сегодняшний день стоит провести под лозунгом «за спокойную жизнь», ибо стрессы и нервные срывы очень возможны. Посвятите это время себе, отдохните, потребуйте, в конце концов, свои недогуленные дни от отпуска! Просто пытайтесь наслаждаться жизнью и ни о чем не беспокоиться, и всё у вас будет хорошо.

Любовный гороскоп на 26 мая 2019 года
Семья для Стрельцов сегодня отнюдь не на первом месте, важнее - личные амбиции и профессиональные дела. Вас завертит круговорот планов и отчётов, и ваши мысли будут далеки от семейного очага. Однако звёзды не советуют пренебрегать сегодня домом - лучше придти пораньше с работы и в кои-то веки подарить жене цветы (или мужу - бутылку пива).",971,26 мая
199,"Гороскоп на 25 мая 2019 года 
 День повышенной активности. Вероятно, вам сегодня придется научиться управлять событиями, улавливая глубинные импульсы тенденций дня, которые обусловливают активное поведение других людей и быстрый результат работы. Не стоит конфликтовать со всеми по причине неспособности к быстрым и последовательным действиям.

Бизнес-гороскоп на 25 мая 2019 года 
 Сегодня вам предстоит извлечь максимум выгоды из создавшейся ситуации, даже совершенно не подходящей для того, чтобы что-либо из нее извлекать. Постарайтесь сделать все возможное для того, чтобы благодарные потомки воздавали вам хвалу за ваш бесценный опыт.

Любовный гороскоп на 25 мая 2019 года
Не волнуйтесь. Все обязательно будет хорошо. Рядом с вами действительно тот человек, который вам нужен, который вас поддержит, на которого можно опереться. Все ваши сомнения напрасны, поэтому звезды советуют о них забыть если не навсегда, то хотя бы на продолжительный период времени.",965,25 мая
200,"Гороскоп на 24 мая 2019 года 
 Карьера многих представителей этого знака будет скорее всего удачной, и Стрельцы будут неплохо зарабатывать. Как во всем остальном, в денежных вопросах они довольно осторожны. Вкладывайте средства в безопасные и надежные проекты. Вам противопоказано в погоне за высокой прибылью заниматься различными спекуляциями или опасными махинациями.

Бизнес-гороскоп на 24 мая 2019 года 
 Сегодняшний день не требует от вас быстрого принятия решений, поэтому не спешите следовать общему веянию в вашем коллективе - делать всё сверхоперативно, а лучше поразмыслите над тем делом, над которым вы сейчас работаете, ведь оно не такое простое, как может показаться.

Любовный гороскоп на 24 мая 2019 года
Сегодня ваш любимый человек предложит вам решение какой-то вашей проблемы, причем оно окажется настолько простым и оригинальным, что вам только и останется, что восхищаться и побыстрее претворять его в жизнь. Впрочем, к услышанному стоит относиться хотя бы немного критично.",996,24 мая
201,"Гороскоп на 23 мая 2019 года 
 Сегодня повышается зависимость представителей этого знака от того впечатления надежности или ненадежности, которое производят на них другие. Нельзя все время оглядываться на других. Идите своим путем.

Бизнес-гороскоп на 23 мая 2019 года 
 Сегодня звезды советуют быть внимательнее. Рисковые мероприятия лучше отложить на ближайшее будущее: пока что вполне можно обойтись и без них. Будьте осторожны в составлении и проверке документов. Любые, даже незначительные мелкие недочеты могут в результате сыграть против вас.

Любовный гороскоп на 23 мая 2019 года
Сегодня вашему любимому человеку не захочется вникать в суть ваших проблем, потому что они будут казаться ему не очень важными. Сделайте все возможное для того, чтобы доказать ему, что ваши проблемы касаются непосредственно и его тоже. Ведь именно так дела и обстоят.",857,23 мая
202,"Гороскоп на 22 мая 2019 года 
 Многих представителей знака Стрелец будет отличать надежность. Им можно будет полностью доверять, потому что, начав какое-нибудь дело, они доведут его до конца и способны получить немалую прибыль. Звезды советуют Стрельцам вкладывать деньги в новые отрасли электронной промышленности.

Бизнес-гороскоп на 22 мая 2019 года 
 Сегодня не стоит идти на поводу у своей гордыни. Если вы с успехом справились с одним делом, не стоит браться за ещё несколько лишь для того, чтобы вырасти в своих собственных глазах и в глазах окружающих. Спуститесь с небес на землю, а то рискуете превратиться в эфемерное создание.

Любовный гороскоп на 22 мая 2019 года
Этот день лучше провести в кругу семьи. Умерьте свой пыл, забудьте старые обиды и примиритесь с домашними. Посмотрите вместе любимый фильм, но не отправляйтесь на просмотр новинки в кинотеатр - возможны разочарования и, как следствие, новый конфликт. Лучше выбрать какой-то надежный, уже опробованный вариант. Ва-Банк, например.",1011,22 мая
203,"Гороскоп на 21 мая 2019 года
 Этот день несет с собой трудности и хлопоты. Первая половина дня чревата опасностями для здоровья, травмами, серьезными проблемами в отношениях с окружающими. Вторая половина дня сулит новые знакомства или романтические увлечения. Без особенных усилий вы сможете справиться с любым делом. В делах можно рассчитывать на помощь и советы друзей или родственников. Сон может быть вещим и исполниться ровно через неделю.

Бизнес-гороскоп на 21 мая 2019 года 
 На службе вас ценят за трудолюбие и энергичность, однако сегодняшний день может поставить на вас плохую печать, если не сумеете контролировать свои эмоции. Вы считаете стойкость убеждений и желание их защищать любой ценой сильной чертой вашего характера? Но начальник видит в этом лишь вспыльчивость и упрямство.

Любовный гороскоп на 21 мая 2019 года
Сегодня вашему любимому человеку захочется добиться от вас невозможного, и он приложит для реализации своего коварного плана все мыслимые и немыслимые усилия. Самое забавное, что он не будет понимать, что сделать вам предстоит именно невозможное, и вам придётся это ему долго объяснять.",1125,21 мая
204,"Гороскоп на 20 мая 2019 года 
 День символизирует обыденность, стабильность. Многих Стрельцов устраивают такие тенденции. Они будут способны решать поставленные задачи, а если примут какое-либо решение, то в дальнейшем ни за что его не изменят. Упорство — это «плюс», а упрямство — «минус». Этот недостаток может доставить вам много хлопот.

Бизнес-гороскоп на 20 мая 2019 года 
 Сегодня вам рекомендуется начать подыскивать новых потенциальных клиентов, заинтересованных в вашей продукции: может подвернуться очень хорошее предложение. Также велика вероятность того, что именно ваша фирма выиграет тендер, а значит, денежная ситуация останется стабильной.

Любовный гороскоп на 20 мая 2019 года
Сегодня вы с удивлением оглянетесь назад и увидите себя в прошлом. И очень удивитесь, как вы могли быть таким, встречаться с этим человеком, да ещё и вести себя подобным образом. Впрочем, если бы в вашей жизни не было этого периода, возможно, вы бы никогда не были счастливы в личной жизни так, как сейчас.",1003,20 мая
205,"Гороскоп на 19 мая 2019 года 
 Несмотря на то, что вы со своим партнером — внешне гармоничная пара, но как только вы поближе узнаете друг друга, могут возникнуть проблемы. Нужно расслабиться и вести себя чуть менее сдержанно и серьезно. Вам следует просто любить и наслаждаться жизнью. Для этого может потребоваться время, но, тем не менее, вам следует попытаться.

Бизнес-гороскоп на 19 мая 2019 года 
 Начиная с сегодняшнего дня вам представится хорошая возможность заняться учебой, ведь именно в этот период вы сможете получить наиболее нужные для дальнейшего развития вашей фирмы знания, которые вы с лихвой сможет применить на практике. Что же касается заработков, то они сейчас не особо высоки.

Любовный гороскоп на 19 мая 2019 года
Сегодня вы будете несколько грубы с вашим любимым человеком, даже если сами за собой не будете этого замечать. Впрочем, может быть, это у него чувствительность окажется повышенной? Так или иначе, звезды рекомендуют вам следить за тем, что и как вы говорите.",998,19 мая
206,"Гороскоп на 18 мая 2019 года 
 Для многих Стрельцов немаловажное значение будет иметь то, как обстоят дела в их семье. Они будут стремиться к порядку в доме. У некоторых могут появиться новые члены семьи (зятья, невестки или внуки). Будьте внимательны к членам семьи и заботьтесь о своих близких, помогая им и морально, и материально.

Бизнес-гороскоп на 18 мая 2019 года 
 Сегодня вам всё-таки следует увидеть те подарки и выгодные предложения, которые судьба сама вкладывает вам в руки! Апатия сейчас совсем не к месту, а вот активность в действиях и спонтанность в решениях могут принести очень неплохие плоды. И всё же не забывайте иногда считаться с чужими интересами.

Любовный гороскоп на 18 мая 2019 года
Хотите вы того или нет, но сегодня вам придется убедиться, насколько для вас с вашим милым рай в шалаше. Каким образом судьба осуществит это испытание, пока непонятно, но к нему следует подготовиться ответственно: выводов из этого дня вы сделаете очень много и очень разных.",988,18 мая
207,"Гороскоп на 17 мая 2019 года 
 День повышенной активности. Вероятно, вам сегодня придется научиться управлять событиями, улавливая глубинные импульсы тенденций дня, которые обусловливают активное поведение других людей и быстрый результат работы. Не стоит конфликтовать со всеми по причине неспособности к быстрым и последовательным действиям.

Бизнес-гороскоп на 17 мая 2019 года 
 Сегодня звезды сулят вам огромную удачу в делах ваших трудовых. Вы преуспеете настолько, что ваши коллеги и конкуренты будут тихо вам завидовать черной и белой завистью, да вы и сами верить не будете в то, что все происходящее с вами – не сон.

Любовный гороскоп на 17 мая 2019 года
Сегодняшний день вам и вашему любимому человеку запомнится надолго, ибо именно сегодня произойдёт что-то очень важное и значимое для вашего тандема. С каким знаком для вас будет это очень - плюсом или минусом - покажет время. Сразу такое и не поймёшь. Впрочем, вот уж чего-чего, а времени у вас будет предостаточно...",988,17 мая
208,"Гороскоп на 16 мая 2019 года 
 Этот день проявляет врожденную склонность Стрельцов к компромиссам, дипломатичности, изысканности. Неудивительно, что многие будут замечать на себе взгляды окружающих, почувствуют поддержку коллег и получат одобрение начальства.

Бизнес-гороскоп на 16 мая 2019 года 
 Если вы давно намеревались что-то сказать вашему начальнику – сегодня самый подходящий для этого день. Только подготовьтесь к важному разговору со всей ответственностью, продумайте детали одежды и все речевые обороты, которые вам предстоит употребить. Весьма пригодится.

Любовный гороскоп на 16 мая 2019 года
Сегодня ваш любимый человек будет понимать вас с первого слова и взгляда, причем даже лучше, чем вы сами. А значит, вам нет никакого смысла хитрить и изворачиваться, придумывать какие-то уловки, для того чтобы скрыть от всевидящего ока то, что творится у вас на душе.",877,16 мая
209,"Гороскоп на 15 мая 2019 года 
 Супружеская жизнь — очень серьезный и ответственный шаг для Стрельцов, и с этим они торопиться не будут. Вы не из тех, кому свойственны лирика и романтика. Вам претят скоротечные романы, поэтому выбирайте в спутники жизни надежного человека.

Бизнес-гороскоп на 15 мая 2019 года 
 Сегодня вашим основным профессиональным инструментом станет блестящее и неповторимое чувство юмора. Без него работа будет не только неинтересна, но и крайне неэффективна, так что обновите свой арсенал шуток — они понадобятся.

Любовный гороскоп на 15 мая 2019 года
Сегодня ваши успехи в любви будут напрямую связаны с силой вашего интеллекта. Эрудиция тоже пригодится , но решающей роли играть не будет. Продемонстрируйте, что вы не лишены мозгов — сегодня найдется, кому это оценить.",797,15 мая
210,"Гороскоп на 14 мая 2019 года 
 Стрельцы сегодня будут способны ассимилироваться в новом коллективе или в другой стране. Многие получат удовольствие от участия в крупномасштабных культурных или общественных мероприятиях. Не подведите тех, кто вам доверяет и способствует вашему развитию. Не потворствуйте желанию находиться «в свете прожекторов».

Бизнес-гороскоп на 14 мая 2019 года 
 Сегодня вы сумеете продемонстрировать свою незаменимость. Лишь бы зрители нашлись — а уж в чем показать высший класс - будет. Но не стоит пускать окружающим в глаза чрезмерно много пыли — потом от вас будут ожидать одних только чудес.

Любовный гороскоп на 14 мая 2019 года
Сегодня окажется, что в ваших отношениях с вашим любимым человеком все отнюдь не так радостно, светло и легко, как вам казалось все это время. Впрочем, в ваших силах изменить ситуацию в лучшую сторону, направить в полезное вам русло и сделать из нее то, что нужно именно вам.",935,14 мая
211,"Гороскоп на 13 мая 2019 года
 Сегодня влюбленные представители этого знака вряд ли отважатся выразить свои чувства, предпочитая оставить все как есть. По крайней мере, вы должны быть отзывчивым, чтобы партнер ощутил тепло, исходящее от горячего и верного сердца Стрельца.

Бизнес-гороскоп на 13 мая 2019 года 
 С этого дня вам следует полагаться только на себя и ни на кого больше. Увы, помощь и сегодня, и в несколько последующих дней будет для вас в лучшем случае бесполезной, а в худшем - вредоносной. Следовательно, даже если вам и дают советы, выслушайте их, на последнее решение оставьте за собой.

Любовный гороскоп на 13 мая 2019 года
Вашему любимому человеку не позавидуешь: у вас сегодня прорежутся зубки и вы будете старательно их всем демонстрировать. И ему в первую очередь. Что ж, собственное мнение по любому вопросу – это, конечно, важно, равно как непосредственное поведение и экстравагантный стиль, но о близком вам человеке и о том, что ему может быть за вас стыдно, тоже подумать стоит.",1008,13 мая
212,"Гороскоп на 12 мая 2019 года Стрелец 
Особую благосклонность небес получат люди, у которых сегодня день рождения – загадывайте заветное желание, оно непременно сбудется! Избегайте соблазна ссориться с окружающими людьми. Выкроите время для интенсивной спортивной тренировки вечером. Вас не назовёшь беспринципным человеком, вы готовы бросить все силы на то, чтобы отстоять свои идеалы. Из сложившейся ситуации вы вряд ли сумеете извлечь личную выгоду. С другой стороны, репутация порядочного человека, умеющего держать свое слово, тоже немало стоит в этом мире! 

Любовный гороскоп на воскресенье Стрелец: Романтические приключения найдут вас сами, главное – не сидеть в четырех стенах. 

Работа – гороскоп на день: Наступает подходящее время для деловых переговоров, их итог полностью удовлетворит вас. 

Семейный прогноз на воскресенье для Стрельца: Моральную поддержку вы найдете в своей семье и в кругу друзей-единомышленников. От вас требуется посильная помощь в домашних делах – вознаграждение не заставит себя долго ждать. 

Финансовый гороскоп на воскресенье Стрелец: Чем больше вы будете проявлять активность в этот период, тем больше сможете заработать. От крупных покупок сейчас лучше отказаться. Также повремените и с дальними поездками. 

Гороскоп здоровья: Позаботьтесь о своем здоровье, правильном питании и полноценном сне. Старайтесь больше времени проводить на свежем воздухе, в компании приятного вам человека. У людей, имеющих сердечно-сосудистые заболевания, возможны приступы тахикардии. Постарайтесь не нервничать и не перенапрягаться.",1564,12 мая
213,"Гороскоп на 11 мая 2019 года 
 Этот день подходит для расширения круга общения, долгосрочного планирования. Активная интеллектуальная деятельность приведет к перспективным направлениям в интересующих вас вопросах. Хороший день для работы со средствами массовой информации, чтения лекций, а также освоения новых компьютерных программ.

Бизнес-гороскоп на 11 мая 2019 года 
 Не спешите. Излишняя торопливость может повредить вашему делу и испортить все ваши гениальные планы. Постарайтесь все взвесить и отмерить по десять раз минимум – только тогда у вас все успеется и получится наилучшим образом, хоть и не так быстро, как вам того хотелось бы.

Любовный гороскоп на 11 мая 2019 года
Сегодня вам будет довольно трудно заставить себя принять какое бы то ни было решение, которое окажет определенное влияние на судьбу, настроение и, возможно, счастье вашего любимого человека. Однако вы и сами знаете о необходимости такого решения – ничего не поделаешь.",954,11 мая
214,"Гороскоп на 10 мая 2019 года 
 Не исключены неожиданные приятные сюрпризы не только в деловой, но и в личной жизни. Откажитесь от участия в авантюрных проектах, сулящих большую прибыль. На любовном фронте звезды обещают полную гармонию и взаимопонимание.

Бизнес-гороскоп на 10 мая 2019 года 
 Сегодня вы рискуете попасть в очень неприятную ситуацию, в которой вам может очень сильно понадобиться помощь ваших друзей. Как раз тогда то и выяснится, кто из всех ваших знакомых может быть назван вашим другом, потому как многие приятели покажут себя не с самой лучшей стороны.

Любовный гороскоп на 10 мая 2019 года
Сегодня ваша личная жизнь стремительно изменится к лучшему, даже если поначалу вам будет казаться, что ничего не происходит или же что меняется, но в сторону худшую. Не спешите с выводами: уже через несколько дней они окажутся куда более точными, чем сейчас.",872,10 мая
215,"Гороскоп на 9 мая 2019 года 
 Положение планет благоприятствует проявлению ярких и театральных форм деятельности Стрельцов, например, презентациям, рекламе, различным шоу. Смело берите на себя дополнительные обязанности, вашей энергетики хватит на выполнение сверхзадач и полного творческого самовыражения.

Бизнес-гороскоп на 9 мая 2019 года 
 Сегодня не злитесь из-за разных пустяков. Конечно, все знают, что на всё не хватит никаких нервов, поэтому вам просто придется быть выше всех житейских неурядиц и становиться мудрее. Хороший способ не тратить силы попусту, ведь скоро намечается очень активное мероприятие, которое потребует от вас большое количество энергии.

Любовный гороскоп на 9 мая 2019 года
Вы сегодня холодны и неприступны. Вашему любимому человеку придётся вас вновь завоёвывать, если он захочет сохранить с вами близкие отношения. Если он вам действительно дорог – помогите ему в этом непростом деле. В конце концов, вы же с ним были счастливы какое-то время!",981,9 мая
216,"Гороскоп на 8 мая 2019 года 
 Сегодня у всех Стрельцов обострится интуиция. Они смогут предугадывать события, определять, в какую сторону катится колесо фортуны. Используйте врожденную интуицию для распознавания истинных побуждений в поступках других людей и ориентирования в сложной ситуации.

Бизнес-гороскоп на 8 мая 2019 года 
 Ощущение легкости и эмоционального подъема помогут вам в решении многих проблем. Хотя существенного влияния на вашу деловую жизнь оно не окажет. Так что сегодня самый подходящий день для того, чтобы радоваться жизни и работать с удовольствием.

Любовный гороскоп на 8 мая 2019 года
Сегодня вам предстоит длительный забег за подарками для ваших родных и близких мужчин. Ваш любимый человек может составить вам компанию, благо он немного разбирается в пристрастиях сильного пола. Порой его консультации будут просто неоценимы для вас.",865,8 мая
217,"Гороскоп на 7 мая 2019 года 
 День провокаций и неожиданных перемен. Судьба посылает вам очередные испытания на прочность личных или семейных отношений. Неосторожное слово или бурный всплеск негативных эмоций может серьезно осложнить отношения с близким человеком и даже привести к полному разрыву дипломатических отношений. Не исключено, что придется понести непредвиденные финансовые затраты. Сон исполнится, если снился раньше дважды. Соседи во сне – к хлопотам.

Бизнес-гороскоп на 7 мая 2019 года
 В этот день вам будет нелегко заставить себя сосредоточиться на прочтении некоего важного документа, который может в значительной степени изменить вашу трудовую деятельность, причем в лучшую сторону. Поэтому сделайте над собой героическое усилие и все-таки осильте бумагу.

Любовный гороскоп на 7 мая 2019 года
В этот день вам стоит убедить вашего любимого человека в том, что даже если сейчас все из рук вон плохо, совсем скоро наступит светлая полоса вашей жизни, и вы будете вспоминать этот период как страшный сон, который, к счастью, больше никогда не повторится. Главное – верьте в это сами.",1102,7 мая
