,text,length,date,type,index in posts
1219,"В этот день путь к сердцу вашего любимого человека будет лежать через желудок. Причем сегодня это будет особенно заметно. Поэтому придется довольно большую часть своего времени потратить на приготовление чего-либо особенного. Или, тяжело вздохнув и вывернув карманы и кошелек, повести свое ненасытное счастье в ресторан или кафе…",1035,28 октября,love,406
1220," С одной стороны, будут сильны негативные тенденции предыдущих дней, а с другой – появятся возможности для изменения ситуации в лучшую сторону. Главные условия успеха – предельное внимание и быстрота реакции, природные гибкость и деликатность. Во второй половине дня вы можете получить известие, к которому совсем не готовы.",1035,28 октября,simple,406
1221," Вы же всегда знали, что нельзя давать опрометчивые обещания. Но всякое бывает. Особенно в разгар пылкого спора. Увы. Сегодня вам придется ответить за все необдуманные слова. Обещанного, конечно, три года ждут – но явно не больше.",898,27 октября,business,407
1222,"Сегодня вам стоит подумать о целесообразности тех желаний, которые вы высказываете вашему любимому человеку. Может быть, вам все же не нужно бриллиантовое колье или глупая луна на этом глупом небосклоне? Наверняка счастья можно добиться и другими, куда менее экстремальными способами.",898,27 октября,love,407
1223," Благоприятный день для обращения в правительственные учреждения или общественные организации, для раскрытия творческого потенциала. Возможны удачи, подъем сил, неожиданный подарок. Вы получите удовольствие от любимого дела, общения с детьми. Вероятны вещие сны.",898,27 октября,simple,407
1224," В этот день звезды не рекомендуют вам поднимать вопросы большой важности в течение рабочего дня. Вряд ли сотрудники фирмы будут в состоянии принять адекватное решение в то время, когда их руки и головы будут заняты обработкой рутинных проблем, требующих концентрации внимания.",965,26 октября,business,408
1225,"Звезды дают вам на сегодня следующий совет: не стоит возлагать на своего любимого человека такие надежды. В конце концов, он не обязан выполнять все ваши мечты и становиться абсолютно таким, каким вы хотели бы его видеть. Просто радуйтесь тому, что он у вас есть и что он вас любит. Это уже немало.",965,26 октября,love,408
1226," Неблагоприятный день, который располагает к серьезным проблемам: падению авторитета, финансовым потерям, неудачным сделкам, поражениям, болезням. Терпение и исключительная трудоспособность помогут вам снискать одобрение начальства или получить помощь от покровителей.",965,26 октября,simple,408
1227," Не спешите сегодня подавать вашему начальнику хорошую идею, даже если она действительно стоит его внимания. Подобного рода инициатива может обернуться и против вас, причем в самый неподходящий для этого момент. Побудьте в этот день скромным гением, может, заодно придумаете, как извлечь из своей сообразительности дополнительную выгоду.",953,25 октября,business,409
1228,"Сегодня вашему любимому человеку будет довольно трудно понять, что вы имеете в виду, когда говорите с ним на те или иные темы. Пожалуй, не стоит пытаться ему что-то объяснить дополнительно. Напротив, вам потом забавно будет сверить ваши ощущения и прийти к консенсусу.",953,25 октября,love,409
1229," Благоприятный день для тех, кто собрался привести начатые дела к конкретному результату. Возрастет энергетический, творческий и сексуальный потенциал Рыб. Во второй половине дня возможны осложнения в общении с родственниками.",953,25 октября,simple,409
1230," Сегодня вам стоит поразмыслить о том, какие нестандартные пути решений насущных деловых проблем вы можете использовать для достижения поставленных целей. Чем оригинальнее будет метод, тем больше ваши шансы на успех. Фантазируйте и изобретайте!",884,24 октября,business,410
1231,"Сегодня более чем подходящий день для более чем несвоевременных конфликтов между вами и вашим любимым человеком. Вам даже не придется их каким бы то ни было образом провоцировать: они сами возникнут из ниоткуда. Правда, после этого могут исчезнуть в никуда.",884,24 октября,love,410
1232," В семейных отношениях вероятна обоснованная ревность. Результатом этого могут быть резкие, необдуманные поступки. Благодаря прирожденному такту, чуткости и внимательности вы сможете избежать многих проблем. Во второй половине дня возможна тревожная информация.",884,24 октября,simple,410
1233," Сегодня весьма опасный и нестабильный день для вашего бизнеса. Очень вероятно, что произойдет разрыв очень крепких связей с вашими поставщиками или партнерами. Такой кризисный момент вам помогут пережить те, кому вы незаслуженно уделяли мало внимания.",909,23 октября,business,411
1234,"Сегодня вам придется сказать вашему любимому человеку о чем-то не особенно радостном и приятном, что, естественно, не сможет порадовать вашего любимого человека, а, напротив, может довести его до слез и нервного срыва. Постарайтесь сделать это максимально мягко и тактично.",909,23 октября,love,411
1235," Ваша интуиция и трезвый расчет позволят точно определить ситуацию и тактику поведения. Реальность будет соответствовать вашему о ней представлению. Благоприятны крупные покупки, приобретение недвижимости. Приятное неожиданное известие может изменить ваши планы.",909,23 октября,simple,411
1236," Этот день может принести вам задачи педагогического характера. Не стоит сразу вспоминать о розгах, как о наиболее высокоэффективном средстве обучения бестолковых, постарайтесь сперва попробовать человеку объяснить, что вы от него хотите.",964,22 октября,business,412
1237,"Сегодня главное для вас – видеть цель, верить в себя и не замечать препятствий. Начинайте постигать эту науку прямо сегодня, как только научитесь, у вас сразу все пойдет на лад. А то, что ученье займет сегодняшний вечер — не беда. Все равно для прогулок под луной он непригоден.",964,22 октября,love,412
1238," Сегодня ваш энергетический потенциал значительно возрастет, усилится аура. Возможно, вам удастся реализовать задуманное. Но не нужно ставить перед собой глобальные задачи. Избегайте рискованных предприятий и любовных приключений, перегрузок или неоправданного риска. Существует вероятность обострения хронических заболеваний.",964,22 октября,simple,412
1239," В этот день не играйте с огнем, не ставьте на карту всё, что у вас есть, в надежде получить ещё больше. Сейчас удача не на вашей стороне: она, скорее всего, просто пройдет мимо вас, не только оставив вас без внимания, но и лишив всего того, что вы рискнули поставить на кон. Лучше будьте осторожны.",1025,21 октября,business,413
1240,"Сегодня ваш любимый человек будет несколько апатичен и равнодушен к происходящему. Вы вряд ли будете в этом виноваты, однако уточнить некоторые детали все же стоит: вдруг и ваша причастность к таковому настроению в наличии имеется. Постарайтесь выяснить все досконально.",1025,21 октября,love,413
1241," Двойственный день. Будьте готовы к серьезному разговору с начальством. Во второй половине дня вы ощутите поддержку близких людей, однако неприятности начала дня не дадут вам успокоиться. Возможно, вам нужно продумать новую тактику поведения. В этот день полезны физические нагрузки. Сны будут вещими и принесут конкретную информацию.",1025,21 октября,simple,413
1242," Не падайте духом, что бы ни случилось, звезды предупреждают о том, что сегодняшний день будет для вас весьма трудным. Верьте в свои силы, не позволяйте трудностям сломить вас, сейчас вы просто не имеете права отступить от намеченной цели, тем более, когда она уже так близко!",1052,20 октября,business,414
1243,"Берегите себя. Сегодня эти два слова – главное правило вашего дня. Ваш любимый человек может вам помочь в этом благородном занятии, но лучше для него – просто отойти и не мешать. Сегодня не стоит рисковать со всякими самопожертвованиями и подвигами во имя чьего-то счастья. Разве что во имя своего.",1052,20 октября,love,414
1244," День может начаться с беспричинной тревоги и неудовлетворенности. Возможны осложнения в делах и в отношениях с противоположным полом, что приведет к недовольству всем и вся. Признайтесь себе в том, что вы сами являетесь причиной всех неприятностей. Ваша раздвоенность в личной жизни оказалась непосильной ношей. Вам необходимо сделать окончательный выбор.",1052,20 октября,simple,414
1245," Сейчас вы, вне всяких сомнений, находитесь в центре общественного внимания. Когда вам поручена организация какого-либо мероприятия, вы чувствуете, как у вас сразу же появляются новые силы и заинтересованность в процессе. Может быть, вам всё-таки следует немного сменить род деятельности?",933,19 октября,business,415
1246,"Ваш любимый человек тоже живое существо и переживает происходящее так же остро, как и вы. Только вы об этом иногда забываете, упиваясь своим внутренним миром. Сегодня звезды рекомендуют вам обратить максимум внимания на тревоги и волнения вашей половинки.",933,19 октября,love,415
1247," Неблагоприятный день, который располагает к серьезным проблемам: падению авторитета, финансовым потерям, неудачным сделкам, поражениям, болезням. Терпение и исключительная трудоспособность помогут вам снискать одобрение начальства или получить помощь от покровителей.",933,19 октября,simple,415
1248," Сегодня вам предстоит довольно долго выяснять отношения с вашими коллегами: что-то вы с ними по той или иной причине не поделите. Постарайтесь сделать все возможное для того, чтобы конструктивный диалог не перерос в ссору: распри не будут способствовать созданию рабочего настроения.",874,18 октября,business,416
1249,"Сегодня ваш любимый человек будет стараться обратить на себя ваше внимание любыми доступными ему способами, от банальных скандалов до необыкновенных сюрпризов, которые будут способны растопить сердце даже у существа абсолютно бессердечного. Что же ожидает вас?..",874,18 октября,love,416
1250," Очень удачный день для переговоров, наведения контактов и возобновления старых отношений. Полезно почерпнуть что-нибудь новенькое у коллег. Хороший день для похода в гости, участия в массовых мероприятиях.",874,18 октября,simple,416
1251," Сегодняшний день не предвещает ничего экстраординарного за исключением того, что один из ваших клиентов (партнеров? начальников?) проявит просто чудеса въедливости и нетерпения, чтобы добиться своего, и его действия, кажется, доведут вас и ваших сотрудников до белого каления. Держите себя в руках, раздражаться нельзя.",927,17 октября,business,417
1252,"Сегодня в вашей жизни что-то стремительно изменится, причем непонятно в какую сторону. Вам потребуется потом не одна неделя, а может, и не один месяц для того, чтобы адекватно оценить последствия этого дня. Пока что стоит полагаться лишь на свою интуицию, больше ничего вам не поможет.",927,17 октября,love,417
1253," Ваше настроение сегодня будет не самым лучшим. Вы будете делать слишком большие ставки, а успех будет посредственный. Посмотрите на ситуацию по-другому. Зато он есть! Хоть слабое, но движение вперед.",927,17 октября,simple,417
1254," Если вы задались целью быть замеченным руководством, пора вспомнить обо всех своих талантах и достоинствах и показать себя во всей красе. Ваши усилия будут отмечены. Особый успех ждёт тех Рыб, для которых стали призванием творческие профессии.",807,16 октября,business,418
1255,"Сегодня у вас может создаться впечатление, что ваш любимый человек поддразнивает вас, провоцирует на что-то, пытается добиться от вас какой-то определенной реакции. Если вы точно знаете, какой именно, выдайте ему её: пусть человеку приятно будет. Если же нет – постарайтесь угадать.",807,16 октября,love,418
1256, Все негативные ситуации рассматривайте в виде уроков. Делайте выводы. В этот день нужно быть аккуратными со спиртным и рыбными блюдами. Возможно отравление. ,807,16 октября,simple,418
1257," Если начатое дело не возымело успеха, на который вы рассчитывали, не стоит искать виноватого, коль оно было поручено вам. Лучше взять вину на себя и попытаться всё исправить. То же касается и решения насущных проблем. Не стоит говорить об этом со множеством знакомых, просто переливая из пустого в порожнее, время действовать.",1053,15 октября,business,419
1258,"В этот день вы можете сделать множество ложных выводов из поступков интересующего вас лица, каждый из которых вас будет либо чрезмерно радовать, либо так же чрезмерно огорчать. И, заметьте, без каких бы то ни было оснований. Поэтому просто примите все как есть и не мудрствуйте лукаво.",1053,15 октября,love,419
1259," Не стоит слишком отделяться от коллектива. Если вы захотите каким-то образом отличиться, то не стоит спешить, все равно этого сделать не удастся. Вполне возможно обострение хронического заболевания. Не рекомендуются тяжелый физический труд и перенапряжение. В кругу друзей или членов семьи вы найдете покой и комфорт.",1053,15 октября,simple,419
1260," Поверьте в свои силы, ведь если до этого у вас шла полоса неудач, это вовсе не означает, что вы больше ни на что не способны! Способны, и ещё как! Теперь осталось только самого себя убедить в грядущем успехе и, откинув все сомнения, сделать то, чего не решались сделать из-за собственных страхов.",922,14 октября,business,420
1261,"Уделите себе хоть немного времени! Вы всё делаете на благо другим, а когда вы в последний раз себя баловали - наверное, уже и не вспомните. Сегодня самый подходящий для этого день. Придумайте повод, чтобы отправить свою половинку к маме, ребёнка - к бабушке, а сами наслаждайтесь блаженным одиночеством!",922,14 октября,love,420
1262," День пройдет достаточно напряженно. Вам будет трудно сохранять спокойствие. А это может привести к конфликтам и ухудшению самочувствия. Сегодня нужно быть ближе к воде, желательно посещение бассейна.",922,14 октября,simple,420
1263," Сегодня весьма удачный день для любой интеллектуальной деятельности. А вот физический труд, напротив, будет вам не очень полезен. Поэтому постарайтесь оградить себя от чрезмерных нагрузок. Если вы всё таки настроены на активность, займитесь йогой, это поможет вам и оздоровиться, и расслабиться в одно и то же время. ",1020,13 октября,business,421
1264,"Будьте сегодня честны в первую очередь с собой. Тогда и по отношению к вашему любимому человеку вы будете совершенно искренни, вам не за что будет перед ним стыдиться. В этот день для вас очень важно не чувствовать себя ни перед кем виноватым и оставаться счастливым обладателем кристально чистой совести.",1020,13 октября,love,421
1265," Благоприятный день для новых деловых знакомств, которые помогут в дальнейшем. Не исключено, что у вас появится влиятельный покровитель, которого подкупят ваши порядочность и честность. Уделите внимание родственникам старшего поколения. Вы почувствуете разрядку и облегчение.",1020,13 октября,simple,421
1266," Сегодня амбициозность и, возможно, даже излишняя вера в собственные силы позволят вам сделать этот ваш рабочий день исключительно удачным, причем не только для вас, но и для вашей фирмы в целом. Постарайтесь однако не переиграть: звездная болезнь вам ни к чему.",947,12 октября,business,422
1267,"Проявите максимум тепла и участия по отношению к вашей половинке. Вы даже представить себе не можете, как ей нужны сейчас ваши поддержка и неравнодушие к её проблемам. Она ни за что вам не скажет, что у неё что-то не так – а вы и не спрашивайте. Просто будьте сегодня немного ласковее, чем обычно.",947,12 октября,love,422
1268," Вас ожидают то разочарования в собственных силах, то всплеск самоуверенности и эмоциональности. Однако несмотря на то, что этот день в целом будет окрашен в неприятные цвета, вы сможете использовать общее благоприятное положение звезд и изменить ситуацию к лучшему.",947,12 октября,simple,422
1269," Не отступайте от намеченного плана действий, иначе вы рискуете полностью сбиться с пути, и прийти абсолютно не к той цели, к которой первоначально стремились. Не слушайте тех, кто будет отговаривать вас от принятия важных решений, сегодня только вы решаете, как следует поступать.",986,11 октября,business,423
1270,"Что бы ни произошло – сохраняйте спокойствие. Оно вам очень пригодится. Далеко не всё сегодня пойдёт по намеченному вами плану, но если вы начнёте раздражаться по этому поводу – ничего хорошего из этого не получится, вы только усугубите ситуацию. Как говаривал Карлсон, «Спокойствие, только спокойствие!»",986,11 октября,love,423
1271," День не благоприятен для установления контактов и активного общения. Вы не сможете прийти в себя и по-новому взглянуть на мир, по-прежнему вероятны столкновения с проблемой взаимоотношений с окружающими. Дальнейшее развитие событий потребует от вас осторожности и взвешенности.",986,11 октября,simple,423
1272," Сегодня вам стоит тщательно обдумать линию своего поведения с коллегами и начальством. Любые несостыковки в ней, нелогичности, неправильности будут восприняты в штыки и могут грозить вам самыми неприятными последствиями. Лучше не рисковать и действовать по заранее намеченному плану.",1003,10 октября,business,424
1273,"В этот день вашему любимому человеку очень захочется вернуться в те старые добрые времена, когда ваши с ним отношения кардинально отличались от нынешних. К сожалению, у него под рукой не окажется машины времени, и ему придется все менять вручную. С вашего на то согласия, разумеется.",1003,10 октября,love,424
1274," Велика вероятность того, что финансовое положение будет критическим, поэтому лучше иметь резерв на случай непредвиденных трат. Возможен конфликт в отношениях со старшими в семье. Постарайтесь сохранить хладнокровие. Продумайте план выхода из затруднительной ситуации. К концу дня возможно нервное перенапряжение.",1003,10 октября,simple,424
1275," Ваши оптимизм и неуемная жажда жизни сегодня очень пригодятся, ведь именно от вас будет зависеть душевное благополучие дорогого вам человека. Сходите с ним вместе на прогулку или заставьте его купить себе что-нибудь, чтобы как-то поднять ему настроение. И ни слова о работе!",861,9 октября,business,425
1276,"Сегодня вам следует вести себя строго и сдержанно, не кидаться в крайности и не позволять в них кидаться вашему любимому человеку. Хотя определенная склонность к подобному эксцентричному поведению у него явно наблюдаться будет - и лишь в ваших силах будет всё это предотвратить.",861,9 октября,love,425
1277," Удачно осуществятся мероприятия, направленные на улучшение качества жизни. Чем решительнее вы будете себя вести, тем успешнее завершится ваше начинание. Полезно проводить время на природе.",861,9 октября,simple,425
1278," Крайне тяжелый день для тех, кто ведает кадрами. Вы сегодня будете склонны выносить ошибочные суждения, пытаясь дать оценку тому или иному человеку. Лучше этого вообще не делать.",950,8 октября,business,426
1279,"В этот день вы найдете брата по разуму. Или сестру. В общем, вам встретится представитель противоположного пола, который будет думать и чувствовать так же, как и вы. Вам будет вместе легко и интересно – как будто всю жизнь были знакомы. Может быть, ваша судьба именно такая?..",950,8 октября,love,426
1280," Неблагоприятный день, отмеченный снижением жизненных сил и желанием плыть по течению. Нельзя расслабляться. Старайтесь держать инициативу в своих руках. Обостренный инстинкт самосохранения породит эгоизм и беспощадность в выяснении отношений с окружающими вас людьми. Нужно помнить, что причину всех неудач нужно искать прежде всего в себе самом. Отнеситесь к себе критичнее.",950,8 октября,simple,426
1281," Вы никак не можете прийти к компромиссу? Попробуйте предпринять еще одну попытку — сегодня вполне может и получиться. Светила утверждают, что и овцы будут целы, и волки сыты.",723,7 октября,business,427
1282,"Ваше счастье бродит где-то совсем рядом, буквально по соседней тропинке, его только нужно увидеть. Возможно, для этого вам придётся свернуть с простого пути и продираться к нему через заросли кустарников. Но в итоге оно будет того стоить, вы и сами это поймете.",723,7 октября,love,427
1283," Избегайте хаотичности и нервозности и не тратьте время впустую. Все, что вы делаете сегодня, должно быть очень весомо и значимо. Придерживайтесь данных ранее обещаний.",723,7 октября,simple,427
1284," Не исключено, что сегодня, когда у вас ещё есть целый свободный день, вы сможете завязать неожиданное романтическое знакомство, если вы не откажете своему другу и отправитесь на встречу, пусть даже деловую, где обязательно будет кто-то вам незнакомый. Не упускайте свой шанс!",895,6 октября,business,428
1285,"Сегодня вы поймете, что у вашего любимого человека есть какая-то своя жизнь и какие-то ее уголки, в которых вам нет места. Просто потому что вы разные и никогда не станете одинаковыми, потому что одинаково заряженные частицы отталкиваются, как известно из курса физики.",895,6 октября,love,428
1286," День посвящен объединению людей, благоприятен для зачатия. Не развивайте бурную деятельность, берегите силы для следующей недели. По возможности, проводите больше времени на воздухе. В личной жизни вероятны приятные неожиданности.",895,6 октября,simple,428
1287," Сегодня будьте стойким оловянным солдатиком во всеобщем хаосе, ведь в этот день только вам удастся уладить накалившуюся обстановку, а жесткость характера вам очень и очень пригодится, и особенно тогда, когда вы будете приводить всё в порядок.",950,5 октября,business,429
1288,"Сегодня вашему любимому человеку очень захочется стать вам как можно ближе, роднее и дороже. Он не пожалеет для этой благой цели ни сил, ни времени, ни нервов, причём ни своих, ни ваших. Постарайтесь отнестись к такому его проявлению инициативы с пониманием, пусть это будет и непросто.",950,5 октября,love,429
1289," Сегодняшний день будет удачным, если вы спланируете его заранее. Буйная фантазия и эмоциональная неустойчивость могут явиться причиной финансовых потерь. Больше полагайтесь на интуицию, здравый смысл, сообразительность. Не доверяйте мнению даже самых близких людей – скорее всего, оно будет ошибочным.",950,5 октября,simple,429
1290," Сегодня терпение вам пригодится как никогда. Если вы не сдержитесь-таки и сорветесь на близкого вам человека или невзначай позвонившего коллегу или клиента, рабочая неделя получится куда труднее, чем пока что предвидят звезды. Что ж, познавать Будду иногда бывает полезно и увлекательно.",1021,4 октября,business,430
1291,Расположение планет сегодня самое благоприятное - вы будете иметь успех в любой компании. Имеет смысл подыскать себе максимально интересное общество - что за радость быть первым среди дураков или зануд?,1021,4 октября,love,430
1292," Первая половина дня отмечена ухудшением самочувствия, необоснованной нервозностью. Постарайтесь воздержаться от резких поступков, решений и выводов. Сегодня самый подходящий день для того, чтобы отправиться с детьми на прогулку, которой вы останетесь несомненно довольны. Во второй половине дня многие Рыбы будут способны заглянуть в будущее, понять душу спутника жизни и материализовать свои творческие порывы.",1021,4 октября,simple,430
1293," Сегодня финансовое положение стабильно, и дела идут удачно. Звезды обещают хороший во всех смыслах день. И даже если что-то пойдет не так, вы легко можете рассчитывать как на материальную, так и на моральную поддержку и помощь от того, от кого вы этого совсем не ждете.",924,3 октября,business,431
1294,"Сегодня вы поймете, что вы не одиноки в этом мире, даже если вашу личную жизнь на сегодняшний день нельзя считать успешной и образцовой. Помимо любимого человека у вас много друзей, родных и просто неравнодушных к вам людей, чему вам стоит активно радоваться!",924,3 октября,love,431
1295," Вероятны встречи с давними друзьями или родственниками. Возможен компромисс между желаниями и чувством долга. Эмоциональная жизнь может быть нестабильной: или экзальтированной, или подавленной. Вы будете способны перенести образ врага на ничего не подозревающего члена семьи.",924,3 октября,simple,431
1296," Сегодня следите за тем, что вы говорите, и уж тем более не произносите ваши мысли вслух, даже если вам кажется, что вас никто не слышит. Любое неосторожное действие, да что там — звук, могут быть использованы против вас вашими недоброжелателями.",879,2 октября,business,432
1297,"В этот день вам захочется постоянно отвлекаться на что-то непринципиально важное, забывая о своей главной цели в отношениях с вашим любимым человеком. Конечно, идя по дороге, очень здорово собирать цветы и любоваться пейзажами, однако до цели всё же дойти тоже стоит в итоге.",879,2 октября,love,432
1298," Пассивный день, который не внесет серьезных изменений в вашу жизнь. Спокойно выполняйте текущие обязанности, займитесь благоустройством дома, делайте незначительные покупки. Сдерживайте свои желания, не рассчитывайте на понимание близких.",879,2 октября,simple,432
1299," Хорошее время для расширения частного бизнеса. На высоком уровне пройдут переговоры с новыми возможными поставщиками, так что поэтому, вполне вероятно, что в скором времени вы сумеете увеличить доход вашего предприятия.",1003,1 октября,business,433
1300,"Сегодня вашему любимому человеку будет весьма непросто понять мотивы вашего поведения, поскольку оно будет казаться ему бесконечно нелогичным, неправильным и нецелесообразным. Однако, скорее всего, быстрого объяснения его причин будет более чем достаточно для восстановления мира.",1003,1 октября,love,433
1301," Благоприятный день для достижения желаемого (в разумных пределах). Можно будет смело идти вперед, но при том условии, что вы не будете слишком чувствительны к уколам самолюбия. Не стоит нервничать по пустякам. Если вас будут мучить несправедливое отношение и проявление грубости, то нужно просто отдалиться от неприятных вам людей. Попробуйте философски подойти к возникшей проблеме.",1003,1 октября,simple,433
1302," События продолжают кипеть вокруг вас, но из-за неприятной мелочи вы можете так расстроиться, что потеряете всякий интерес к происходящему. И зря! Вы рискуете пропустить нечто очень важное, что уже не повторится. Отдайте себе приказ не занимать голову бесконечными несуразицами и видеть лишь то, что действительно важно и ценно.",1070,30 сентября,business,434
