,text,length,date
193,"Гороскоп на 31 мая 2019 года 
 Сегодня впервые некоторые Тельцы будут работать, скорее, ради собственного удовлетворения, чем ради результата и прибыли. Хотя начальство вряд ли окажется к вам благосклонно, результаты ваших трудов будут оценены по достоинству. А вот в последующие дни не рискуйте своей репутацией.

Бизнес-гороскоп на 31 мая 2019 года 
 Сегодня звезды рекомендуют вам сначала тщательнейшим образом обдумать все ваши действия, составить подробный план намечающихся мероприятий, и только после этого приступать к непосредственным действиям. Впрочем, ничего кроме радости и удовлетворения вам действия не принесут.

Любовный гороскоп на 31 мая 2019 года
Сегодня вашему любимому человеку будет очень важно ваше одобрение. Поэтому не ленитесь кивать, соглашаясь, на каждое его действие, проявление инициативы и даже слово. В противном случае, он может замкнуться, уйти в себя и вообще ничего не делать в течение долгого периода времени.",948,31 мая
194,"Гороскоп на 30 мая 2019 года 
 Возможно, у вас появится соперник. Представителей Тельцов могут переполнять эмоции, с которыми они с трудом справятся. Общаясь с противоположным полом, отдавайте предпочтение серьезным и долгосрочным отношениям. Это оградит вас от сомнений и ревности.

Бизнес-гороскоп на 30 мая 2019 года 
 Сегодняшний день может быть испорчен вашим плохим настроением, как всегда неизвестно откуда взявшимся. Гоните его от себя прочь, чтобы оно не мешало вам наслаждаться всеми возможными приятными минутами этого рабочего дня.

Любовный гороскоп на 30 мая 2019 года
Сегодня вашему любимому человеку будет очень легко сделать вас действительно счастливым: от него потребуется минимум физических, моральных и душевных сил для достижения столь потрясающего и удивительного эффекта. Пусть он продлится максимально долго!",834,30 мая
195,"Гороскоп на 29 мая 2019 года 
 День символизирует власть и ответственность. Тельцы-руководители могут одновременно заниматься отчетами о старых делах и планированием новых. Многим придется принимать активное участие в судьбах людей из своего окружения. Постарайтесь сделать все, что от вас зависит, чтобы не разочаровать людей, которые ждут от вас реальных результатов.

Бизнес-гороскоп на 29 мая 2019 года
 Даже если ваша профессия и не связана со сферой искусства, сегодня вам предстоит потратить немало времени на разработку одного проекта, который потребует от вас применения фантазии наравне с вашими обязанностями. Такое необычное сочетание сможет принести и материальную выгоду.

Любовный гороскоп на 29 мая 2019 года
Сегодня стоит беспрекословно выполнять все просьбы, требования и приказы вашего любимого человека, какими бы нелепыми они вам ни казались. На самом деле, сегодня он будет куда мудрее и дальновиднее вас, и уже завтра вы это поймёте. Пока же принимайте всё на веру…",990,29 мая
196,"Гороскоп на 28 мая 2019 года 
 В любовных отношениях (как мужчин, так и женщин) вполне возможны серьезные недоразумения. Вам не будет хватать ощущения стабильности. Погоня за увлекательным и интересным — не ваш стиль.

Бизнес-гороскоп на 28 мая 2019 года 
 Сегодня удачный день для завершения начатых дел, особенно тех, закончить которые никак не удавалось. Вдохновение и прилив жизненной энергии станут вашими лучшими помощниками. Тем более что даже звезды советуют не расслабляться.

Любовный гороскоп на 28 мая 2019 года
Сегодня ваш любимый человек будет особенно ярким и запоминающимся человеком, причем не только для вас, но и для окружающих. Вы будете чувствовать себя половинкой самой настоящей звезды, и вам это будет весьма льстить. Но еще и пугать к тому же, ибо это определенная ответственность.",807,28 мая
197,"Гороскоп на 27 мая 2019 года 
 Многим людям тенденции этого дня позволят сделать собственную жизнь и жизнь своих близких мирной и надежной. Не замыкайтесь в себе, отгородившись от окружающей реальности. Ваши близкие нуждаются в вашем участии. Поделитесь с ближним своим счастьем.

Бизнес-гороскоп на 27 мая 2019 года 
 Сегодня звезды рекомендуют вам реализовать ваш творческий потенциал и подойти к выполнению ваших рабочих обязанностей с нестандартной стороны. Может быть, это не сделает ваш труд проще, зато совершенно точно сделает его интереснее. Может быть, и на работу приходить захочется?

Любовный гороскоп на 27 мая 2019 года
В этот день вам будет казаться, что ваш любимый человек намеренно хочет причинить вам душевную боль, ранить вас посильнее, обидеть покрепче, уколоть побольнее. Единственное, что может подтвердить или опровергнуть правильность ваших предположений – это прямой и откровенный разговор с глазу на глаз.",934,27 мая
198,"Гороскоп на 26 мая 2019 года 
 Болезнь этого дня связана с проблемами наследственности и нелегко поддается лечению. Вашему здоровью может угрожать неправильный образ жизни, недостаток сна, избыток эмоций и впечатлений. Вылечить болезнь только медикаментозными методами нельзя. Большое значение в этот день имеет комплексное лечение, связанное с водой, жидкостью, и, конечно, молитвы, медитации.

Бизнес-гороскоп на 26 мая 2019 года 
 Будьте готовы к множеству недоразумений — часть из них послужит поводом для смеха, другая — причиной определенных проблем. Отнеситесь к этому философски — просто уж больно день путаный, ничего с этим не поделаешь.

Любовный гороскоп на 26 мая 2019 года
Сегодня ваш любимый человек будет от вас очень зависим во всём. Возможно, на карту будет в той или иной степени даже поставлена его жизнь, как бы пафосно это ни звучало. Постарайтесь отнестись к данному факту со всей ответственностью и сделать всё от вас зависящее.",953,26 мая
199,"Гороскоп на 25 мая 2019 года 
 Гороскоп на этот день может стимулировать интерес Тельцов к «параду» текущих событий. Многие из них будут стремиться превратить день в праздник, в пестрый карнавал. Научитесь получать радость от жизни, и вы сможете доставлять радость всем окружающим.

Бизнес-гороскоп на 25 мая 2019 года 
 Успешной сегодня будет лишь та работа, за которую вы приметесь в команде единомышленников. Звёзды не советуют вам отказываться от помощи тех коллег, с которыми вы находитесь в хороших отношениях, но в то же время, следует остерегаться недоброжелателей. Умейте различать истинные лица под масками.

Любовный гороскоп на 25 мая 2019 года
Сегодня звезды советуют носить с собой небольшой талисман: брелок, игрушку или колечко, например. Он поможет вам в трудную минуту, которая наверняка сегодня наступит, и не даст испортиться вашим отношениям с вашим любимым человеком. Кстати, ему бы тоже неплохо с собой талисман носить. Намекните ему при случае.",969,25 мая
200,"Гороскоп на 24 мая 2019 года 
 Возможно, в вашем доме может воцариться непринужденная, теплая атмосфера. Чтобы сохранить тепло отношений, не скупитесь на комплименты друг другу, на знаки внимания, подарки.

Бизнес-гороскоп на 24 мая 2019 года 
 Сегодня не стоит слишком много рассказывать всем на каждом углу о своих планах. Вероятность того, что вам позавидуют, и дело не выгорит, очень высока. Держите язык за зубами и отделывайтесь общими словами. В таком случае и ваша совесть будет чиста, и чужое любопытство окажется удовлетворенным.

Любовный гороскоп на 24 мая 2019 года
Вы сегодня фонтанируете идеями, одна другой безумнее. Вы предлагаете настолько оригинальные решения проблем, варианты проведения вечера и пути дальнейшего развития ваших отношений, что ваша половинка не знает, что и подумать. То ли настроиться на вашу волну и стать такой же сумасшедшей, то ли изолировать вас от греха подальше...",910,24 мая
201,"Гороскоп на 23 мая 2019 года
 Помимо привычного графика дом-работа-дом представителей знака Телец ждут общественные обязанности, которые отнимут много времени и сил. Возникшая привязанность может быть непродолжительной. Взявшись за какое-либо дело, не оставляйте его незавершенным. Выберите цель и идите к ней, пока ее не достигнете.

Бизнес-гороскоп на 23 мая 2019 года 
 Потратив этот день на крайне важные дела, постарайтесь вечером сменить обстановку. Сходите потанцевать, развейтесь, а заодно, может быть, заведёте новые и очень приятные знакомства. Кто знает, может быть, именно этот вечер станет самым незабываемым и долгожданным.

Любовный гороскоп на 23 мая 2019 года
В этот день вашему любимому человеку не захочется разбираться в причинах вашего очень хорошего или очень плохого настроения. Единственное, на что его хватит – вести себя адекватно. Уже неплохо, цените это.",884,23 мая
202,"Гороскоп на 22 мая 2019 года 
 Пассивный день. Может случиться так, что Тельцы потеряют интерес к жизни. В лучшем случае они будут чем-то заниматься, полностью сняв с себя ответственность. Отдыхайте, но не расхолаживайтесь, иначе вы подведете кого-то из близких.

Бизнес-гороскоп на 22 мая 2019 года 
 Сегодня вам будет гораздо более полезен спокойный отдых, нежели деловые поездки куда бы то ни было. Медитация поможет вернуть вам внутреннюю гармонию, а успокаивающая музыка придаст вам недостающее чувство уверенности в себе и в своих действиях. Главное, найти в себе скрытые силы.

Любовный гороскоп на 22 мая 2019 года
Сегодня произойдут важные изменения в календаре – но не в вашей личной жизни. Она останется ровно такой же, как и была, какие бы усилия в этот день вы ни прилагали. Поэтому можете просто расслабиться и плыть по течению: оно обязательно вынесет вас хоть куда-нибудь.",889,22 мая
203,"Гороскоп на 21 мая 2019 года 
 Болезнь этого дня затрагивает глубинные пласты подсознания, страхи, детские комплексы и является следствием неправильного образа жизни. Большое значение при лечении болезни этого дня имеет вода. Рекомендуется пить святую воду, «серебряную», минеральную. Благоприятно скажется баня.

Бизнес-гороскоп на 21 мая 2019 года 
 Первый рубеж из намеченных дел вы взяли. Молодцом! Теперь главное не расслабляться и не забывать о том, что это ещё не конец. Ваши родные и друзья сегодня будут внимательны к вам как никогда. Цените, что вас так любят и так вами дорожат. Отвечайте им той же любовью, и в ваше душе всегда будет тепло.

Любовный гороскоп на 21 мая 2019 года
В этот день вам с вашим любимым человеком будет непросто прийти к консенсусу, найти точки соприкосновения и совместно, сообща решить какую бы то ни было проблему. Однако сделать это всё же стоит постараться, иначе впоследствии вам будет довольно трудно находиться вместе.",964,21 мая
204,"Гороскоп на 20 мая 2019 года 
 Многие Тельцы с течением времени обнаружат, что характеры у них с супругом совершенно разные, что может отрицательно сказаться на воспитании детей. Как бы вам ни было трудно, не принимайте на веру информацию «доброжелателей». Выслушав их, поступайте так, как вам подсказывает собственная интуиция.

Бизнес-гороскоп на 20 мая 2019 года 
 Не пытайтесь держать в себе негативные эмоции. Пока забудьте про самоконтроль и найдите время и место, чтобы выплеснуть все переживания, которые вы храните внутри себя. Главное, не попадите при этом в шефа — он может не совсем адекватно оценить ваши действия.

Любовный гороскоп на 20 мая 2019 года
Сегодня ваш любимый человек может довольно серьезно поссорить вас с вашим другом. Возможно, это произойдет из-за того, что ваша половинка будет уделять ему слишком много внимания и чересчур откровенно с ним заигрывать. Впрочем, причины могут быть самые разные. Вывод один: лучше им не встречаться.",965,20 мая
205,"Гороскоп на 19 мая 2019 года 
 День пассивный, созерцательный. Болезнь, начавшаяся в этот день, блокирована и не перейдет ни на какие органы, но требует кропотливого лечения. Необходима концентрация, противопоказана поспешность (спешите медленно). Залог выздоровления в неукоснительных следованиях медицинским предписаниям.

Бизнес-гороскоп на 19 мая 2019 года 
 Сегодня вам в голову будет лезть всякая чепуха. Не торопитесь озвучивать свои мысли: совсем не факт, что их примут за шутку — придется объясняться... Зачем вам это нужно?

Любовный гороскоп на 19 мая 2019 года
В этот день вашему любимому человеку будет непросто поддаться на ваши уговоры и сделать то, что вы считаете нужным. Поэтому вам придется убедить его в том, что идея принадлежит ему и только ему. Это окажется непростой задачей, но вам вполне по силам с ней справиться.",841,19 мая
206,"Гороскоп на 18 мая 2019 года 
 Может случиться так, что Тельцы сосредоточатся на проблемах, связанных с социальными обязательствами людей, с правовой деятельностью, защитой права на труд. И это будет способствовать их карьерному росту. Будьте активными, и вы сможете облегчить продвижение по социальной лестнице себе и своим близким, но не вмешивайтесь в дела, находящиеся вне вашей компетенции.

Бизнес-гороскоп на 18 мая 2019 года 
 Что-то изменилось в окружающем вас мире, а вы не можете понять, как приспособиться к этим переменам? Значит, еще рано — подождите, пока это станет очевидно.

Любовный гороскоп на 18 мая 2019 года
Сегодня вашему любимому человеку будет очень не хватать вашего общения. Вы же будете заняты какими-то другими делами, и у вас не будет возможности разговаривать с ним столько, сколько ему необходимо. Поэтому будьте готовы к различного рода обидам и непониманию с его стороны.",907,18 мая
207,"Гороскоп на 17 мая 2019 года 
 Тельцы умеют обращаться с капиталом и знают счет деньгам. Поэтому денежные проблемы могут разрешиться вполне удачно. Появится источник постоянного притока финансовых средств. Благоприятны для инвестиций все те сферы жизни, которые связаны с недвижимостью.

Бизнес-гороскоп на 17 мая 2019 года 
 Если уж вы решите сегодня заняться работой, вам придётся сконцентрировать всё своё внимание на каком-то одном деле. Не стоит хвататься сразу за несколько проектов или брать на себя слишком много поручений. Вы всё равно не справитесь со всем качественно. Лучше сделать меньше, да лучше.

Любовный гороскоп на 17 мая 2019 года
Нынче вы встретите кого-то, с кем будете говорить на одном языке и понимать друг друга даже без слов, как будто обмениваясь мыслями. Даже если никакой романтики в отношениях между вами возникнуть не может, не теряйте связи с этим человеком.",892,17 мая
208,"Гороскоп на 16 мая 2019 года 
 Дети-Тельцы могут производить впечатление на окружающих своим умением все запоминать. Но немногие смогут найти с ними общий язык из-за замкнутости ребенка. Вам нужно постараться, чтобы создать хорошие взаимоотношения с ребенком. Потребуется некоторое время, чтобы это произошло.

Бизнес-гороскоп на 16 мая 2019 года
 Придерживаясь своих достаточно консервативных взглядов на многие вещи, которые уже давно претерпели изменения, вы рискуете остаться позади, тогда, как ваши соперники обойдут вас легко и просто. Впустите свежий ветер в ваши мысли и убеждения: возможно, вы войдете во вкус. 

Любовный гороскоп на 16 мая 2019 года
У вашей половинки сегодня будет плохое настроение. И вы будете биться как рыба об лед, чтобы его исправить, чтобы на его губах появилась улыбка. Впрочем, даже если настроение у него будет отличным – все равно вам очень захочется сделать для него что-то приятное…",924,16 мая
209,"Гороскоп на 15 мая 2019 года 
 Двойственный день. В лучшем случае Тельцы будут расположены творчески, с личной заинтересованностью будут относиться ко всему, что они делают; в худшем — попробуют экспериментировать, заинтересуются авантюрами. Не распыляйте свою энергию, занимаясь нестоящими делами.

Бизнес-гороскоп на 15 мая 2019 года 
 Сегодня ситуация может сложиться так, что вам придётся ехать в незнакомое место для урегулирования каких-либо дел. Заранее запаситесь картами, чтобы не плутать в чужом районе. Велика вероятность того, что вас ожидают материальные трудности, будьте к ним готовы.

Любовный гороскоп на 15 мая 2019 года
В этот день главное, чтобы вам было уютно и комфортно. Для достижения этой цели хороши все средства. Кстати, никто не обеспечит вам нужные условия лучше, чем любимый человек, поэтому намекните ему на свои желания. Впрочем, если он намеков не понимает, стоит обойтись своими силами…",921,15 мая
210,"Гороскоп на 14 мая 2019 года 
 День биохимических преобразований и алхимии тела и души. Во время этого процесса в организме включаются тончайшие энергии. Будьте осторожны, так как сегодня могут активизироваться всякого рода шарлатаны-целители, черные маги, колдуны. Старайтесь долго не находиться в людных местах.

Бизнес-гороскоп на 14 мая 2019 года 
 Сегодня вам пригодятся советы, которые вам дадут представители старшего поколения. Именно благодаря им вы сможете решить ту или иную задачу во время рабочего процесса, затратив на нее минимум физических и умственных усилий. Главное – внимательно прислушиваться и все запоминать.

Любовный гороскоп на 14 мая 2019 года
Время собирать камни. Хотя бы потому, что все, что у вас были, вы уже разбросали. День вряд ли принесет какие-либо ощутимые результаты, но будет важен для достижения промежуточных.",852,14 мая
211,"Гороскоп на 13 мая 2019 года 
 На службе вас ждут контакты с интересными нестандартными людьми. Общаясь с ними, вы неожиданно откроете новые источники доходов, о которых раньше не подозревали. Начальники сумеют найти правильный выход из спорной ситуации. Ваша задача - гармонизировать отношения в рамках любого коллектива, связанного одними интересами.

Бизнес-гороскоп на 13 мая 2019 года 
 Сегодня у вас будет вовсе не так много работы, как вам это кажется на первый взгляд, однако вы вполне можете выполнять ее долго и даже почти бесконечно, ибо постоянно будете отвлекаться на всякого рода незначительные мелочи или внешние раздражители. Держите себя в руках.

Любовный гороскоп на 13 мая 2019 года
Сегодня вашему любимому человеку не придётся долго вам объяснять, что именно он имеет в виду и как надо его понимать. Вы и без подобных подсказок прекрасно справитесь с подобной довольно-таки несложной задачей. Постарайтесь однако не делать эту задачу чересчур для него легкой.",981,13 мая
212,"Гороскоп на 12 мая 2019 года Телец 
Вы заметите, что окружающие люди склонны пребывать в своих маленьких мирах. Попытка растормошить других и донести до них вашу точку зрения может быть провальной, она не стоит затраченных усилий. Сейчас крайне не рекомендуется принимать ответственные решения. Факты могут отличаться от того, что вам известно. Подождите около недели до принятия решения. Будьте осторожны с электроприборами – согласно гороскопу, в этот день есть риск коротких замыканий. 

Любовный гороскоп на воскресенье Телец: Впереди новые знакомства, но помните, что первое впечатление не всегда верно. 

Работа – гороскоп на день: На работе все складывается успешно, начальство подумывает о поощрении вас неплановой премией. 

Семейный прогноз на воскресенье для Тельца: Вечером вам придется нести ответственность за своих близких людей, поэтому будьте к этому готовы. Родным пригодится ваш совет. Не критикуйте домочадцев и не поддавайтесь на провокации с их стороны. В сложившихся отношениях царит идиллия, партнёр готов ради вас на всё. 

Финансовый гороскоп на воскресенье Телец: В этот день лучше воздержаться от спонтанных покупок, так как пришло время экономить ради будущей поездки. Сегодня звезды сулят успех в коммерческой деятельности, а также в подписании новых контрактов и работе с ценными бумагами. Продолжайте держать инициативу в своих руках. 

Гороскоп здоровья: Стабильный эмоциональный фон способствует хорошему настроению и повышенной работоспособности. Вам необходим полный медицинский осмотр. Есть вероятность, что болячки, которые затаились до поры, вскоре дадут о себе знать.",1613,12 мая
213,"Гороскоп на 11 мая 2019 года 
 Это хорошее время для освоения новых компьютерных программ или современных технологий. Не исключено, что вы будете «начинены» порохом страстей и жаждой приключений. Магнитное поле вашей сексуальности максимально раскалит пространство вокруг вас. Реагируйте на человеческие отношения, проявляя истинную душевную щедрость и искренность. Но не позволяйте манипулировать собой, ведь вы будете счастливы только тогда, когда никто не будет мешать вам жить так, как хочется.

Бизнес-гороскоп на 11 мая 2019 года 
 Если вы ещё не являетесь счастливым обладателем чего-то большого и, возможно, недвижимого, нынче самое время подумать о приобретении чего-то подобного. Пусть даже для начала это будет отнюдь не поместье, а просто платяной шкаф.

Любовный гороскоп на 11 мая 2019 года
Сегодня вашего любимого человека будут обижать какие-то ваши слова или действия, в которых вы ничего обидного видеть не будете. Постарайтесь смириться с тем, что у него повышенные чувствительность и ранимость – и сделать из этого соответствующие выводы.",1059,11 мая
214,"Гороскоп на 10 мая 2019 года 
 Для многих Тельцов, работающих в сфере искусства и творчества, откроются неплохие возможности для реализации их таланта. Вы сможете достичь полного осуществления своих желаний, если придадите своим побуждениям эстетическую направленность или гуманистический смысл.

Бизнес-гороскоп на 10 мая 2019 года 
 У вас на сегодня запланирована масса срочных дел, а также очередное совещание и ещё пара-тройка встреч? Ну это-то вы выдержите, но ночной боулинг рекомендуем перенести на завтра.

Любовный гороскоп на 10 мая 2019 года
Сегодня во главе угла будет ваша уверенность в себе. Если вам будет ее недоставать, ваши отношения с вашим любимым человеком могут оказаться в состоянии весьма плачевном и заслуживающем куда лучшей участи. Впрочем, проблем с осознанием собственного «я» у вас быть не должно.",828,10 мая
215,"Гороскоп на 9 мая 2019 года 
 Вполне возможно, что планы молниеносного обогащения окажутся несостоятельными. Космические влияния не способствуют решению финансовых вопросов, особенно связанных с куплей-продажей недвижимости. Отложите обсуждение серьезных профессиональных проблем, так как вы можете попасть в руки мошенников.

Бизнес-гороскоп на 9 мая 2019 года 
 Похоже, нынче вам придется с кем-то нянчиться. Возможно, вы возьмете под крыло новичка, не исключено также, что вам попадется особо бестолковый клиент, с которым будет много возни. В любом случае, вы будете вынуждены регулярно сдерживать желание придушить несчастного, чтоб не мучился и не надоедал вам.

Любовный гороскоп на 9 мая 2019 года
Сегодня вы поймете, что некоторые традиции, возникшие в вашем тандеме, вас несказанно раздражают, и вы бы хотели от них избавиться. Избавляться стоит медленно, незаметно и без особого пафоса, чтобы ваш любимый человек даже не заметил их исчезновения.",957,9 мая
216,"Гороскоп на 8 мая 2019 года 
 Этот день благоприятствует хобби, активным играм с детьми, однако отношения между супругами складываются напряженно. Обратите свою активность и предприимчивость в мирное русло, избегайте конфликтов и претензий к партнеру.

Бизнес-гороскоп на 8 мая 2019 года 
 Вы уже уладили, пусть и с огромным трудом, все недоговоренности между вами и вашим и начальством, однако в воздухе все равно ещё попахивает грозой. Теперь вам просто необходимо спокойно принять то, к чему вы пришли с шефом во время вашего разговора, и оставить все конфликты позади.

Любовный гороскоп на 8 мая 2019 года
Тельцы женского пола сегодня, вероятно, могут встретить старых друзей или подруг детства, с которыми вас когда-то связывало очень многое. Ваши рассказы о семейной жизни, муже-трудоголике и послушных детях вселят в них тоску и уныние. Не обращайте внимание на их реакцию - это лишь белая зависть (радуйтесь, что не чёрная).",934,8 мая
217,"Гороскоп на 7 мая 2019 года 
 Финансовое положение большинства Тельцов особой стабильностью не отличается. Объем трат будет значительно больше денежных поступлений, вероятны потери денег, кражи. Будьте бдительны в расчетах и в валютных операциях.

Бизнес-гороскоп на 7 мая 2019 года
 Этот день просто создан для встреч. Скорее всего, вам придётся даже назначить несколько деловых и не очень свиданий подряд, иначе потом времени не будет совсем, ведь есть еще и друзья, и с ними тоже неплохо бы повидаться.

Любовный гороскоп на 7 мая 2019 года
С вашим партнёром происходит что-то странное? Не приставайте к человеку, захочет - сам расскажет, а не захочет - нечего и выпытывать, счастливее он от этого не станет. Просто подождите, само рассосется.",748,7 мая
218,"Гороскоп на 6 мая 2019 года 
 Способность к обучению сильно снижается, появляются раздражительность, беспокойство, непоседливость. Не стоит на сегодня планировать важные учебные мероприятия. Особенно тяжело может сложиться ситуация для математиков и физиков.

Бизнес-гороскоп на 6 мая 2019 года 
 В этот день звезды рекомендуют вам как больше времени провести под солнцем. Если солнца категорически не наблюдается, сходите в солярий или хотя бы включите яркую лампу. Они, конечно, не станут полноценными солнцезаменителями, но нужное влияние на вас окажут несомненно.

Любовный гороскоп на 6 мая 2019 года 
Сегодня ваш любимый человек будет крайне подвижным и этим будем очень вам напоминать ртуть. Ни на секунду не сможет он присесть спокойно, и вам постоянно придётся за ним бежать, где-то его ловить и зачем-то догонять. «Она как метеор мелькнет и пропадает, даже рок-н-ролл за ней не поспевает», – пела когда-то группа «Секрет» о вашей половинке.",951,6 мая
219,"Гороскоп на 5 мая 2019 года 
 Весь этот день вы сможете полностью посвятить дому и семье. Супружеские отношения в целом будут дружелюбными и доброжелательными. Если вы сумеете оценить домашний уют и комфорт, то семейное согласие будет незыблемым.

Бизнес-гороскоп на 5 мая 2019 года 
 Сегодня звезды вам не советуют играть с эмоциями людей. Особенно неудачной мыслью будет попытка обмануть начальство, манипулируя слабыми сторонами характера вашего шефа. У вас ничего не выйдет, а за ваш плохо отрепетированный спектакль вы можете поплатиться.

Любовный гороскоп на 5 мая 2019 года
Тельцы, звёзды вам сегодня не советуют по пустякам нагнетать обстановку в семье. Даже если ваш благоверный пришёл с работы, будучи нетрезвым, разберитесь, что к чему, только спокойно, без лишнего шума и битья посуды. Вероятно, у него был к тому повод. Советуем вам раздеть его и мирно уложить спать.",882,5 мая
