,text,length,date
302,"Гороскоп на 10 февраля 2019 года 
 Благоприятный день для коллективных мероприятий, физических нагрузок, активного отдыха на свежем воздухе. Скорее всего именно этот день позволит вам решить одну из семейных проблем. Благоприятны семейные отношения, романтические привязанности, влюбленность. Сны обычно сбываются. Бездна, пропасть, овраг во сне – неприятность от женщины.

Бизнес-гороскоп на 10 февраля 2019 года 
 Сегодня не слушайте советов, особенно от малознакомых людей, особенно если вам их нахваливал человек, которому вы мало доверяете. Слушайте только голос собственного разума, он подскажет вам наилучший выход из ситуации, вот только решение, возможно, придет не сразу.

Любовный гороскоп на 10 февраля 2019 года
В этот день вам пригодятся мудрость и рассудительность в отношениях с вашим любимым человеком. В противном случае скандалов вам сегодня не избежать, а любви они, как известно, не благоприятствуют. Упрекнете непутевую половинку завтра, а сегодня постарайтесь потерпеть.",994,10 февраля
303,"Гороскоп на 9 февраля 2019 года 
 Вы легко найдете выход даже из тупиковой ситуации. Встретьтесь с партнерами, с которыми возникли проблемы, вы легко наладите отношения.

Бизнес-гороскоп на 9 февраля 2019 года 
 Сегодня во всем действуйте методично, спокойно и продуманно. Не пытайтесь разрешить сразу весь ворох дел, лучше возьмите эту высоту усидчивостью и трудолюбием. То же самое можно сказать и о трате денег: не берите сейчас кредит, лучше заведите копилку.

Любовный гороскоп на 9 февраля 2019 года
Сегодня вашему любимому человеку будет непросто простить вам то или иное ваше действие, которое вам вовсе не покажется предосудительным, неправильным или обидным. Однако прощения попросить будет куда проще, чем пытаться оправдаться или замять инцидент.",759,9 февраля
304,"Гороскоп на 8 февраля 2019 года 
 Действуйте спонтанно - так вы добьетесь лучших результатов, нежели придерживаясь планов. Поход по магазинам вряд ли доставит удовольствие, а покупка прослужит недолго.

Бизнес-гороскоп на 8 февраля 2019 года 
 Если вы пришли к заключению, что нынешнее место работы больше не представляет для вас интереса и что оно не способно позволить вам полностью раскрыть ваш потенциал, подождите некоторое время, не гоните коней! Скоро вы поймете, что сейчас всё именно так, как вам нужно.

Любовный гороскоп на 8 февраля 2019 года
Сегодня вашему любимому человеку будет довольно тяжело общаться с вашими близкими людьми. Перед ним встанет нечто вроде барьера, преграды, чего-то непреодолимого и очень страшного. Поэтому постарайтесь не нервировать его лишний раз и ни в какие компании не выводить. Разве что если сам попросит.",851,8 февраля
305,"Гороскоп на 7 февраля 2019 года 
 Хорошо налаживать деловые связи, укреплять партнерские отношения. Любовные победы будут даваться легко. Во второй половине дня удачно ходить по магазинам. Старайтесь не переедать!

Бизнес-гороскоп на 7 февраля 2019 года 
 Активные шаги принесут хорошую и стабильную прибыль. Главное, ничего не бойтесь и твёрдо продолжайте вести ту линию, которую вы для себя наметили. Не отступайте от задуманного, предпринимайте любые попытки, даже самые безумные, и только тогда вы сумеете всего достичь!

Любовный гороскоп на 7 февраля 2019 года
Сегодня вашему любимому человеку захочется чем-то вас удивить, даже ошарашить. У него это с успехом получится, но только в том случае, если вы будете действительно искренне показывать свои чувства и не скрывать от вашей половинки ничего из того, что хотели бы скрыть.",835,7 февраля
306,"Гороскоп на 6 февраля 2019 года 
 Чудесный день для бракосочетания, для предложения руки и сердца, зачатия. Очень благоприятный день для любых начинаний. Может свершиться то, о чем вы так долго мечтали. Возможен флирт.

Бизнес-гороскоп на 6 февраля 2019 года 
 Сегодня старайтесь не перекладывать свои служебные обязанности на чужие плечи, при неблагоприятном развитии ситуации, вы можете оказаться в центре конфликта и испортить отношения с коллегами. Не бойтесь брать на себя ответственность, вы со всем сможете прекрасно разобраться и сами.

Любовный гороскоп на 6 февраля 2019 года
Сегодня вам стоит внимательно выслушать всё то, что вам говорит ваш любимый человек. Возможно, он и не откроет вам глаза на какую-то истину или не произнесёт те самые слова, которые вы так долго от него ждали, однако это не уменьшит значимость сказанного им. Будьте внимательны!",865,6 февраля
307,"Гороскоп на 5 февраля 2019 года 
 Удачный день для решения мелких проблем. Возможны неожиданные встречи и знакомства. Хорошее время для поездок и общения с друзьями.

Бизнес-гороскоп на 5 февраля 2019 года 
 Сегодня вам предстоит выполнять множество неинтересных и неприятных для вас заданий, однако они будут являться частью ваших непосредственных обязанностей, поэтому вряд ли вам удастся от них избавиться. Разве что вспомните опыт Тома Сойера и используете его по назначению.

Любовный гороскоп на 5 февраля 2019 года
Сегодня звёзды ни в коем случае не призывают вас врать вашему любимому человеку, однако кое-что скрыть от него до поры - до времени просто необходимо во избежание многих ссор, казусов и взаимонепониманий. Расскажете ему всё потом, в более подходящей обстановке.",784,5 февраля
308,"Гороскоп на 4 февраля 2019 года 
 Несмотря на все препятствия, которые будут вставать на пути, ваша энергичность и настойчивость даст хорошие результаты. Возможно продвижение по служебной лестнице. Действуйте смелее, отстаивайте свое мнение.

Бизнес-гороскоп на 4 февраля 2019 года 
 Сегодня для вас принципиально важно будет расслабиться и начать получать удовольствие ото всего, что вы делаете. Даже если делать вы будете надоевшую вам работу – с улыбкой это получится куда быстрее, веселее и продуктивнее, вот увидите. Попробуйте – не пожалеете.

Любовный гороскоп на 4 февраля 2019 года
Сегодня вам стоит выкроить хотя бы минутку на откровенный разговор с вашим любимым человеком. Этот разговор может дать больше, чем различные намеки, угрозы или попытки доказать что-то действиями или их отсутствием. Впрочем, вы сами в этом убедитесь как только попробуете.",863,4 февраля
309,"Гороскоп на 3 февраля 2019 года 
 Не идите на поводу у своих комплексов, будьте уверенны в себе, проявляйте порядочность и благородство, и этот день станет основой для дальнейших успехов в бизнесе и карьере. Удачный день для финансовых отчетов, составления смет, планов.

Бизнес-гороскоп на 3 февраля 2019 года 
 Видя всё увеличивающуюся стопку документов на вашем столе, не откладывайте всё в дальний ящик и не отлынивайте от дел! Гоните прочь от себя лень, потом проблем меньше не станет, скорее напротив, ещё и прибавятся, и тогда вы точно сгорите на работе, а это вам ни к чему.

Любовный гороскоп на 3 февраля 2019 года
Сегодня то, насколько благоприятен будет ваш день в плане личной жизни, зависит только от вашей решительности. Робость может лишь испортить дело, потому что помешает сказать вашей половинке то, что вы чувствуете или познакомиться с понравившимся человеком на улице. А это сегодня очень важно.",918,3 февраля
310,"Гороскоп на 2 февраля 2019 года 
 Сегодня вы склонны принимать правильные и четкие решения. День получения космической информации. Те, кто занимается духовными практиками, смогут сбалансировать свою энергетику и получить необходимые тайные знания.

Бизнес-гороскоп на 2 февраля 2019 года 
 Кажется, нынче все придется делать бегом — вы, похоже, опаздываете. Если это ваше постоянное состояние, все же ускорьтесь — сегодня поспеть к сроку важнее, чем обычно.

Любовный гороскоп на 2 февраля 2019 года
Сегодня вы рискуете замерзнуть в обществе вашего любимого человека, и вовсе не потому что на дворе будет мороз и сильный ветер. Просто в этот день от вашей половинки не будет исходить душевного тепла, любви и нежности. Возможно, это будет связано с какими-то его личными проблемами.",783,2 февраля
311,"Гороскоп на 1 февраля 2019 года 
 Сегодня вы склонны принимать правильные и четкие решения. День получения космической информации. Те, кто занимается духовными практиками, смогут сбалансировать свою энергетику и получить необходимые тайные знания.

Бизнес-гороскоп на 1 февраля 2019 года 
 Сегодня звезды не рекомендуют вам уповать на судьбу и верить в то, что работа наилучшим образом выполнится сама по себе. К сожалению, само по себе ничего не получится, поэтому придется все же каким-то образом процесс простимулировать и ему поспособствовать.

Любовный гороскоп на 1 февраля 2019 года
Сегодня ваш любимый человек будет искренне верить в то, что он лучше знает, как вам следует поступать в той или иной ситуации. Вполне возможно, что он даже не ошибается, поэтому постарайтесь прислушаться к его советам и следовать им с воистину снайперской точностью.",857,1 февраля
312,"Гороскоп на 31 января 2019 года 
 Возможно, кто-то из друзей или знакомых захочет воспользоваться вашей добротой. Не давайте денег в долг, не занимайтесь благотворительностью и не поручайтесь за других.

Бизнес-гороскоп на 31 января 2019 года 
 Сегодня вам надо быть очень дипломатичным и суметь угодить всем, начиная с придирчивого начальника, кончая новыми требовательными партнерами. Энергии у вас сейчас предостаточно, так что распределите силы разумно, чтобы довести до конца все запланированные дела.

Любовный гороскоп на 31 января 2019 года
Сегодня техника будет против ваших отношений с вашим любимым человеком. Мобильные телефоны, интернет, автобусы, машины и даже метро будут активно препятствовать вашей встрече. Однако если вы всё же встретитесь несмотря на обстоятельства, свидание получится незабываемым!",820,31 января
313,"Гороскоп на 30 января 2019 года 
 Дела сдвинутся с мертвой точки. Если правильно поведете дело, есть серьезный шанс продвинуться по служебной лестнице, если используете ум и изобретательность. Откажитесь от лишних трат и начните экономить.

Бизнес-гороскоп на 30 января 2019 года
 Вам не стоит гнаться за крупной добычей — она обычно сопряжена с крупными же расходами, а это день совершенно не подходит для авантюр. К тому же нынче велика вероятность стать жертвой аферы.
 
Любовный гороскоп на 30 января 2019 года
Девы, сегодняшний день обещает быть несколько иным, нежели другие. Вам может придти неожиданное известие, что некто по материнской линии оставил вам большое наследство. Лучше вам вдвоём с супругом решить, как всем этим распорядиться. Звёзды перво-наперво советуют отправиться в кругосветное путешествие.",819,30 января
314,"Гороскоп на 29 января 2019 года 
 Мобильность и последовательность поможет разобраться в сложных проблемах. Будьте уверенны в себе, смело реализуйте свои творческие замыслы, но не забывайте, что они должны быть реальны и обдуманны.

Бизнес-гороскоп на 29 января 2019 года 
 Сегодняшний день будет непрост. Мелкие конфликты с вашими сослуживцами и неоцененность ваших усилий со стороны начальства будет вам мешать получать удовольствие от работы. Постарайтесь найти выход из этой ситуации.

Любовный гороскоп на 29 января 2019 года
Возможно, сегодня вечером супруг (возлюбленный) поделится с вами информацией, выслушивание которой не доставит вам особой радости. Ваша главная задача - справиться с собой и не показать виду. Близкому человеку нужна ваша поддержка, а не поучения, вот ее и окажите. Только не надо думать, что вы приносите себя в жертву - ничего особенного вас никто делать не заставит.",900,29 января
315,"Гороскоп на 28 января 2019 года 
 Очень удачный день. Хорошо делать покупки, вкладывать деньги. Сегодня хорошо помогать людям, это вернется сторицей. Знакомства, заведенные в этот день, могут весьма пригодиться. Не стоит посещать стоматолога.

Бизнес-гороскоп на 28 января 2019 года 
 Сегодня вам придется активно делиться своим опытом с сотрудниками, менее вас подкованными по данному вопросу. Постарайтесь не давить на них годами опыта и своим авторитетом. Будьте для них старшим другом, советчиком – но никак не злобным преподавателем.

Любовный гороскоп на 28 января 2019 года
Девы, главное для вас сегодня - не переусердствовать. Вам, очевидно, предстоит кое-какая работа в собственном доме, требующая немалых усилий и смекалки. Может быть, вы давно уже не переклеивали обои в гостиной, или не переставляли мебель в спальне по фен-шуй? Звёзды советуют в качестве помощников родителей – им будет приятно, что о них не забывают.",932,28 января
316,"Гороскоп на 27 января 2019 года 
 Очень легко будут достигаться поставленные цели. Вы будете полны сил и энергии, поэтому сможете сделать много дел. Хороший день для занятий спортом, встреч с друзьями.

Бизнес-гороскоп на 27 января 2019 года 
 В этот день звезды не рекомендуют вам даже пытаться предсказать события, которые произойдут с вами в ближайшее время. В любом случае, мысли и размышления ничего не изменят ни к лучшему, ни к худшему, а вот утреннее настроение вы себе испортить можете. И, соответственно, весь оставшийся день.

Любовный гороскоп на 27 января 2019 года
Сегодня день приятных неожиданностей и радостных сюрпризов. Возможно, они окажут благотворное воздействие на вашу личную жизнь и внесут свои коррективы в ваше представление о том, какой она должна быть. Впрочем, если подобных последствий не будет – не огорчайтесь.",844,27 января
317,"Гороскоп на 26 января 2019 года 
 Ваши желания могут не совсем совпадать с вашими возможностями. Поэтому вы можете не купить понравившуюся вещь. Зато сегодня вы можете познакомиться с приятным человеком. Возможно, это ваша вторая половина.

Бизнес-гороскоп на 26 января 2019 года 
 Сегодня вы будете пребывать в великолепном состоянии и духа: любые проблемы покажутся вам незначительными и не требующими никаких усилий. Однако дело у вас имеется, и совсем не такое простое, как кажется на первый взгляд, так что приступайте к нему со всей серьезностью.

Любовный гороскоп на 26 января 2019 года
Сегодня вашему любимому человеку не стоит быть слишком уверенным в своих силах, поскольку они у него не будут бесконечными. Ему в экстренном случае придется подпитываться энергией от вас, а она у вас тоже не бесконечна, причем отнюдь. Напомните ему об этом.",853,26 января
318,"Гороскоп на 25 января 2019 года 
 Спокойный день, чуждый конфликтов. Сегодня хорошо решать семейные и домашние вопросы. Вы можете ожидать помощь и поддержку от партнеров, а также от супругов и любимых людей.

Бизнес-гороскоп на 25 января 2019 года 
 Хороший день для обретения новых знаний, навыков и сведений, заведения новых контактов. Возможно получение долгожданного известия. Не забывайте проверять почтовый ящик и отвечать на звонки. Может быть, именно сегодня вы получите ту информацию, который не хватало для удачного хода дел.

Любовный гороскоп на 25 января 2019 года
Семейные дела Дев будут, вероятно, переживать некоторый упадок. Вы, очевидно, начнёте осознавать, что дети окончательно отбились от рук, а супруг всё время думает о чём-то своём. Кто виноват, и что делать? Вы, скорее всего, ни при чём. Просто магнитные бури на Солнце, и неблагоприятное положение Марса влияют на вас таким негативным образом.",921,25 января
319,"Гороскоп на 24 января 2019 года 
 Отличный день для покупки недвижимости или автомобиля. Будьте решительны и щепетильны при решении финансовых вопросов, ведите учет, не стесняйтесь проверять свои счета и деньги.

Бизнес-гороскоп на 24 января 2019 года 
 Вам сейчас неплохо было бы найти возможность для того, чтобы повысить свою квалификацию, а если есть шанс получить второе высшее образование, то надо срочно воспользоваться этим. Подумайте над такими специальностями, как финансовый менеджмент или корпоративные финансы.

Любовный гороскоп на 24 января 2019 года
Сегодня вашему любимому человеку захочется во что бы то ни стало вытащить вас на прогулку. Даже если за окном будет ураганный ветер, ливень и извержение вулкана, это его не остановит. Готовьтесь к опасному приключению на улицах родного города в компании вашей половинки.",837,24 января
320,"Гороскоп на 23 января 2019 года 
 Вам следует как можно серьезнее отнестись к своим обязанностям, проявлять сдержанность и усердие. Есть шанс сдвинуть с мертвой точки застрявшие дела. Не стоит видеть вокруг только одни проблемы. Избавьтесь от стрессов и развлекитесь, смените вечером обстановку.

Бизнес-гороскоп на 23 января 2019 года 
 Не стоит путать работу и личную жизнь. Сегодня – однозначно либо одно, либо другое. В обеих сферах все не так благополучно, как хотелось бы. А звезды утверждают, что если пытаться решить обе проблемы одновременно, можно потерпеть неудачу по всем фронтам.

Любовный гороскоп на 23 января 2019 года
Звёзды советуют вам и вашему любимому человеку смастерить в этот день что-нибудь своими руками. Например, летучего змея, деревянный домик или огромный замок из песка. Можно и родственников к процессу подключить, детей особенно. Все участники получат несказанное удовольствие как от процесса, так и от результата.",948,23 января
321,"Гороскоп на 22 января 2019 года 
 Великолепный день для ухода за собой, но парикмахерскую лучше посетить во второй половине дня, чтобы волосы не болели. Установите добрые отношение с коллегами. Не держите камня за пазухой, но и не раскрывайтесь полностью. Не стоит усердствовать, сегодня хороша размеренность.

Бизнес-гороскоп на 22 января 2019 года 
 Сегодня звезды рекомендуют вам во всем искать подвох. Наверняка в каком-то очень интересном и многообещающем деловом предложении есть подводные камни, которых вы по той или иной причине не замечаете. Постарайтесь, однако, не подозревать всех и вся — так и рехнуться можно.

Любовный гороскоп на 22 января 2019 года
Хороший день для того, чтобы завязать новые перспективные знакомства с привлекательными представителями противоположного пола. Построить им глазки, поулыбаться, очаровать, околдовать… В общем, все то, что вы умеете плюс еще немного эксперимента. Он-то и сделает вас неповторимым.",947,22 января
322,"Гороскоп на 21 января 2019 года 
 День благоприятен для покупок одежды и обуви, ваш выбор будет удачен. Благоприятно покупать и ювелирные изделия, мебель, предметы интерьера. Не злоупотребляйте сладким, чтобы это не отразилось на фигуре.

Бизнес-гороскоп на 21 января 2019 года 
 Сегодня вам стоит скептически относиться ко всему, что вам посоветуют и предложат ваши коллеги. Совсем не обязательно они будут неправы, однако доля собственного здравого смысла вам не повредит в любом случае. Лучше отвечать за свои ошибки, чем за чужие.

Любовный гороскоп на 21 января 2019 года
Вы можете оказаться объектом интереса со стороны человека, занимающегося сводничеством. Может, оно и неплохо — вам ведь явно добра желают. Толку, правда, наверняка не будет, но хоть какое-то развлечение.",781,21 января
323,"Гороскоп на 20 января 2019 года 
Не стоит обострять отношения, особенно с деловыми партнерами. День реализации кармических закладок, поэтому принимайте как данное все проблемы, которые возникнут. Главное — сделать правильные выводы из ситуации. Зато хорошие дела будут вознаграждены.
 
Бизнес-гороскоп на 20 января 2019 года 
 Не стоит сегодня драматизировать ситуацию. Не принимайте никаких важных решений, сейчас вы слишком впечатлительны, чтобы мыслить адекватно. Лучше немного выждите и в скором времени вы увидите, что все проблемы оказались гораздо менее существенны, чем вы думали.

Любовный гороскоп на 20 января 2019 года
Сегодня вы поймете, как приятно делать людям приятное, особенно если эти люди – любимые и бесконечно любящие. Точнее, если это самый любимый в мире человек. Вы не представляете, каким светом зажгутся его глаза, как только вы проявите к нему хотя бы капельку внимания.",899,20 января
324,"Гороскоп на 19 января 2019 года 
 Жизненный потенциал на высоком уровне, однако из-за противоречивых тенденций дня и вашей внутренней нестабильности удача в любой момент может отвернуться. Необдуманные решения или импульсивные поступки приведут к непредсказуемым результатам. Мужчинам-Девам не следует искать любовных приключений или новых знакомств – ваши таланты не будут оценены по достоинству. Женщины-Девы рискуют впасть в крайность или принять желаемое за действительное. Звезды советуют разобраться в своих чувствах.

Бизнес-гороскоп на 19 января 2019 года 
 Звезды указывают на то, что на ваше поведение нынче будет активно влиять какая-то женщина. Возможно, стоит прислушаться к дамским советам и в том, что касается работы – вы можете получить ценную информацию, которая в будущем положительно повлияет на вашу карьеру или изменит в лучшую сторону общее положение дел.

Любовный гороскоп на 19 января 2019 года
Сегодня вашему любимому человеку будет очень хотеться прижать вас к себе как можно крепче, чтобы убедиться в том, что вы живой и настоящий человек, а не плод его богатого воображения. Не сопротивляйтесь и не уворачивайтесь, иначе можете так и остаться для него фантомом на веки вечные.",1207,19 января
325,"Гороскоп на 18 января 2019 года 
 Благоприятный день для встреч с любимым человеком, романтических знакомств, интимных отношений. Все будет располагать к проявлению ваших талантов и способностей. Смелость и решительность в поступках принесут весомые результаты.

Бизнес-гороскоп на 18 января 2019 года 
 Сегодня вам предстоит сделать значительный вклад в историю вашей фирмы. Возможно, то или иное ваше слово или дело окажутся настолько значительными, что перевернут с ног на голову весь бизнес-план и заставят ваше руководство шагать в другом направлении.

Любовный гороскоп на 18 января 2019 года
Сегодня вы поймете, что вы с вашим любимым человеком – единое целое, которое нельзя разделить, даже если очень постараться. Только вот стараться всё же не стоит, иначе неожиданно может и получиться – разные чудеса в мире происходят. Такое вам, пожалуй, будет ни к чему.",869,18 января
326,"Гороскоп на 17 января 2019 года 
 Пренебрежение дипломатией, стремление настоять на своем мнении негативно скажется на отношениях с партнером. Постарайтесь носить свою корону с большей скромностью. Избегайте любовных приключений: они принесут разочарование или истощат энергию в пустых разговорах.

Бизнес-гороскоп на 17 января 2019 года 
 Сегодня вам предстоит выяснить, что именно ваш начальник думает о вас как о ценном или не очень ценном работнике и о человеке. Возможно, подобные сведения помогут вам разобраться в том, что происходит на вашем рабочем месте и несколько улучшить ситуацию.

Любовный гороскоп на 17 января 2019 года
Сегодня вам не стоит ничего обещать вашему любимому человеку. Все обещания будут не более чем пустыми словами, потому что вы сами не знаете, как все сложится уже через несколько минут, а ситуация может изменяться постоянно. Поэтому постарайтесь жить одним моментом.",903,17 января
327,"Гороскоп на 16 января 2019 года 
 Сегодня женщин будут замечать повсюду, где бы они ни появились. Уверенность в своей неотразимости, остроумие и душевная щедрость сделают их центром любой компании. Мужчинам следует ожидать затруднений в делах, связанных со строительством или творчеством. Звезды указывают на опасность для вашего здоровья. Избегайте физических перегрузок и любой деятельности, связанной с риском.

Бизнес-гороскоп на 16 января 2019 года 
 Сегодня на рабочем месте вам захочется отоспаться после долгой и утомительной ночи. Постарайтесь однако сделать это незаметно для начальства, коллег и клиентов, иначе у вас могут возникнуть значительные проблемы в отношениях с сослуживцами, да и карьера пострадает.

Любовный гороскоп на 16 января 2019 года
Сегодня в самый неожиданный момент, когда вы будете чувствовать, что ваш дом - ваша крепость, вас могут потревожить по совершенно безотлагательному делу. Ничего не поделаешь, судьбе придётся подчиниться. Постарайтесь не забыть сказать несколько извиняющих слов семье, из круга которой вам придётся поспешно удалиться - они-то не виноваты, что у вас вдруг сменились планы.",1136,16 января
328,"Гороскоп на 15 января 2019 года 
 Жизненный потенциал имеет тенденцию к повышению. Возрастают творческие способности, интуиция, сексуальность. Этот день – начало вашего творческого подъема. Любое дело будет даваться легко и принесет хороший результат. Ваши достоинства и качества отметят и оценят окружающие. День обещает быть насыщенным интересными событиями и в личной жизни. Сексуальные контакты и любовные отношения принесут вам радость и уверенность в себе. Не исключено, что интересы детей или близких родственников потребуют от вас повышенного внимания и личного участия.

Бизнес-гороскоп на 15 января 2019 года 
 Не стоит сегодня уделять работе слишком много моральных и физических сил. Она вполне обойдется и без жертвоприношений подобного рода. А вот направить все вышеупомянутые ресурсы на решение каких-то стратегических задач, возможно, связанных с вашей трудовой деятельностью, просто необходимо.

Любовный гороскоп на 15 января 2019 года
Сегодня ваш любимый человек будет беспрестанно удивляться вашему поведению: его нелогичности, непредсказуемости и необъяснимости. Однако не стоит слишком заботиться о том, что о вас подумают: в конце концов, пусть любит вас таким, какой вы есть. Хотя бы в этот день.",1220,15 января
329,"Гороскоп на 14 января 2019 года 
 День благоприятен для гармоничных семейных отношений, вступления в брак, зачатия. Не исключено некоторое улучшение материального положения в результате выигрыша или удачной покупки. Во второй половине дня неумение расслабиться приведет к мелким стычкам с внешним окружением, например с соседями. Если у вас есть возможность уединиться, воспользуйтесь ею.

Бизнес-гороскоп на 14 января 2019 года 
 Сегодня вам будет грустно и одиноко, и даже любимая работа не сможет составить вам приятной компании. Впрочем, если вам удастся хотя бы несколько минут не думать о том, что этот мир слишком пустой и холодный, дела у вас пойдут куда веселее и быстрее, вот увидите!

Любовный гороскоп на 14 января 2019 года
Не носите в себе накопившуюся боль. Если вы за что-то сердитесь на любимого человека, но не можете ему об этом сказать по тем или иным причинам – поделитесь своими переживаниями с друзьями или с листком бумаги. Это поможет вам почувствовать себя спокойнее и свободнее.",1006,14 января
